,date,manner_of_death,age,city,state,threat_level,flee,body_camera,poverty_rate,Median Income_x,percent_completed_hs_x,gender_M,race_B,race_H,race_N,race_P,race_W,armed_unarmed,armed_undetermined,signs_of_mental_illness_True,Age_range_20 - 35,Age_range_36 - 49,Age_range_50 - 64,Age_range_Over 65,Age_range_Under 12,daysofweek_Monday,daysofweek_Saturday,daysofweek_Sunday,daysofweek_Thursday,daysofweek_Tuesday,daysofweek_Wednesday,month_August,month_December,month_February,month_January,month_July,month_June,month_March,month_May,month_November,month_October,month_September,year_2014,year_2015,year_2016,year_2017,year_2018,refined_cities,Geographic Area,City_x,Median Income_y,city_refind,City_y,share_white,share_black,share_native_american,share_asian,share_hispanic,sum,City,percent_completed_hs_y
5552,2013-03-08,Gunshot,37,el paso,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,el paso,TX,el paso city,42772,el paso,El Paso city,0,0.02,0,0.01,0.48,166.8,El Paso city,78
5575,2013-03-01,Gunshot,47,el paso,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,el paso,TX,el paso city,42772,el paso,El Paso city,0,0.02,0,0.01,0.48,166.8,El Paso city,78
2121,2016-09-05,shot,36,ellis county,TX,attack,fleeing,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,ellis county,,,,,,,,,,,,,
3372,2015-06-03,shot,18,ellis county,TX,attack,fleeing,False,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,ellis county,,,,,,,,,,,,,
2615,2016-03-01,shot,22,euless,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,euless,TX,euless city,54974,euless,Euless city,0.01,0.1,0.01,0.1,0.18,106.6,Euless city,90.3
3658,2015-02-20,shot,31,euless,TX,no_attack,Not fleeing,False,19.92,51601.09,75.69,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,euless,TX,euless city,54974,euless,Euless city,0.01,0.1,0.01,0.1,0.18,106.6,Euless city,90.3
896,2017-12-26,shot,38,farmers branch,TX,attack,Not fleeing,False,19.92,51601.09,75.69,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,farmers branch,TX,farmers branch city,60973,farmers branch,Farmers Branch city,0,0.04,0.01,0.03,0.35,128.70000000000002,Farmers Branch city,82.8
1746,2017-01-28,shot,25,fort stockton,TX,attack,fleeing,False,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,fort stockton,TX,fort stockton city,49868,fort stockton,Fort Stockton city,0,0.01,0,0.01,0.47,156.7,Fort Stockton city,72.3
845,2018-01-11,shot,60,fort worth,TX,attack,,False,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,fort worth,TX,fort worth city,53214,fort worth,Fort Worth city,0,0.16,0.01,0.03,0.29,118.4,Fort Worth city,80.8
1518,2017-04-25,shot,53,fort worth,TX,attack,,True,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,fort worth,TX,fort worth city,53214,fort worth,Fort Worth city,0,0.16,0.01,0.03,0.29,118.4,Fort Worth city,80.8
2576,2016-03-15,shot,43,fort worth,TX,no_attack,fleeing,True,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,fort worth,TX,fort worth city,53214,fort worth,Fort Worth city,0,0.16,0.01,0.03,0.29,118.4,Fort Worth city,80.8
2669,2016-02-12,shot,53,fort worth,TX,no_attack,Not fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,fort worth,TX,fort worth city,53214,fort worth,Fort Worth city,0,0.16,0.01,0.03,0.29,118.4,Fort Worth city,80.8
3214,2015-07-30,shot,30,fort worth,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,fort worth,TX,fort worth city,53214,fort worth,Fort Worth city,0,0.16,0.01,0.03,0.29,118.4,Fort Worth city,80.8
3433,2015-05-11,shot,30,fort worth,TX,attack,fleeing,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,fort worth,TX,fort worth city,53214,fort worth,Fort Worth city,0,0.16,0.01,0.03,0.29,118.4,Fort Worth city,80.8
3483,2015-04-22,shot,31,fort worth,TX,attack,fleeing,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,fort worth,TX,fort worth city,53214,fort worth,Fort Worth city,0,0.16,0.01,0.03,0.29,118.4,Fort Worth city,80.8
3730,2015-01-24,shot,40,fort worth,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,fort worth,TX,fort worth city,53214,fort worth,Fort Worth city,0,0.16,0.01,0.03,0.29,118.4,Fort Worth city,80.8
3746,2015-01-17,shot,27,fort worth,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,fort worth,TX,fort worth city,53214,fort worth,Fort Worth city,0,0.16,0.01,0.03,0.29,118.4,Fort Worth city,80.8
3864,2014-12-03,Gunshot,55,fort worth,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,fort worth,TX,fort worth city,53214,fort worth,Fort Worth city,0,0.16,0.01,0.03,0.29,118.4,Fort Worth city,80.8
3938,2014-11-07,Gunshot,57,fort worth,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,fort worth,TX,fort worth city,53214,fort worth,Fort Worth city,0,0.16,0.01,0.03,0.29,118.4,Fort Worth city,80.8
4004,2014-10-11,Gunshot,33,fort worth,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,fort worth,TX,fort worth city,53214,fort worth,Fort Worth city,0,0.16,0.01,0.03,0.29,118.4,Fort Worth city,80.8
4332,2014-06-13,Gunshot,17,fort worth,TX,,,,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,fort worth,TX,fort worth city,53214,fort worth,Fort Worth city,0,0.16,0.01,0.03,0.29,118.4,Fort Worth city,80.8
4861,2013-11-23,Gunshot,24,fort worth,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,fort worth,TX,fort worth city,53214,fort worth,Fort Worth city,0,0.16,0.01,0.03,0.29,118.4,Fort Worth city,80.8
4865,2013-11-22,Gunshot,26,fort worth,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,fort worth,TX,fort worth city,53214,fort worth,Fort Worth city,0,0.16,0.01,0.03,0.29,118.4,Fort Worth city,80.8
5093,2013-08-29,Gunshot,42,fort worth,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fort worth,TX,fort worth city,53214,fort worth,Fort Worth city,0,0.16,0.01,0.03,0.29,118.4,Fort Worth city,80.8
5278,2013-06-23,Gunshot,37,fort worth,TX,,,,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,fort worth,TX,fort worth city,53214,fort worth,Fort Worth city,0,0.16,0.01,0.03,0.29,118.4,Fort Worth city,80.8
5368,2013-05-28,Gunshot,72,fort worth,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,fort worth,TX,fort worth city,53214,fort worth,Fort Worth city,0,0.16,0.01,0.03,0.29,118.4,Fort Worth city,80.8
5462,2013-04-24,Gunshot,29,fort worth,TX,,,,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fort worth,TX,fort worth city,53214,fort worth,Fort Worth city,0,0.16,0.01,0.03,0.29,118.4,Fort Worth city,80.8
5630,2013-01-29,Gunshot,31,fort worth/haltom city,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,fort worth/haltom,,,,,,,,,,,,,
3771,2015-01-07,shot,31,freeport,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,freeport,TX,freeport city,32060,freeport,Freeport city,0,0.09,0.01,0,0.43,138.4,Freeport city,66.3
5011,2013-10-01,Gunshot,20,freeport,TX,,,,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,freeport,TX,freeport city,32060,freeport,Freeport city,0,0.09,0.01,0,0.43,138.4,Freeport city,66.3
5012,2013-10-01,Gunshot,35,freeport,TX,,,,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,freeport,TX,freeport city,32060,freeport,Freeport city,0,0.09,0.01,0,0.43,138.4,Freeport city,66.3
1906,2016-11-29,shot,55,friendswood,TX,no_attack,fleeing,True,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,friendswood,TX,friendswood city,91458,friendswood,Friendswood city,0.01,0.03,0,0.04,0.12,107.7,Friendswood city,95
4031,2014-09-30,Gunshot,32,friendswood,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,friendswood,TX,friendswood city,91458,friendswood,Friendswood city,0.01,0.03,0,0.04,0.12,107.7,Friendswood city,95
1779,2017-01-19,shot,44,fritch,TX,attack,fleeing,False,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,fritch,TX,fritch city,57880,fritch,Fritch city,0.01,0,0.01,0,0.05,102.6,Fritch city,93.6
5454,2013-04-27,Gunshot,25,frog,TX,,,,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,frog,,,,,,,,,,,,,
2313,2016-06-24,shot,42,fulshear,TX,attack,Not fleeing,False,19.92,51601.09,75.69,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,fulshear,TX,fulshear city,175990,fulshear,Fulshear city,0.01,0.14,0.02,0.02,0.16,111.1,Fulshear city,94.7
3373,2015-06-03,shot,33,fuqua,TX,no_attack,fleeing,False,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,fuqua,,,,,,,,,,,,,
418,2018-06-25,shot,18,galveston,TX,no_attack,,False,19.92,51601.09,75.69,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,galveston,TX,galveston city,39098,galveston,Galveston city,0,0.16,0.01,0.03,0.27,117.10000000000001,Galveston city,81.9
382,2018-07-10,shot,40,garland,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,garland,TX,garland city,51970,garland,Garland city,0,0.12,0.01,0.08,0.32,120,Garland city,76.3
419,2018-06-25,shot,29,garland,TX,attack,fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,garland,TX,garland city,51970,garland,Garland city,0,0.12,0.01,0.08,0.32,120,Garland city,76.3
3450,2015-05-03,shot,30,garland,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,garland,TX,garland city,51970,garland,Garland city,0,0.12,0.01,0.08,0.32,120,Garland city,76.3
3451,2015-05-03,shot,32,garland,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,garland,TX,garland city,51970,garland,Garland city,0,0.12,0.01,0.08,0.32,120,Garland city,76.3
4311,2014-06-20,Gunshot,30,garland,TX,,,,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,garland,TX,garland city,51970,garland,Garland city,0,0.12,0.01,0.08,0.32,120,Garland city,76.3
5179,2013-07-28,Gunshot,31,garland,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,garland,TX,garland city,51970,garland,Garland city,0,0.12,0.01,0.08,0.32,120,Garland city,76.3
1823,2017-01-03,shot,53,gilmer,TX,attack,Not fleeing,True,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,gilmer,TX,gilmer city,46122,gilmer,Gilmer city,0.01,0.18,0.01,0.01,0.07,101.4,Gilmer city,80.8
1973,2016-11-05,shot,34,gladewater,TX,no_attack,fleeing,True,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,gladewater,TX,gladewater city,37819,gladewater,Gladewater city,0.01,0.17,0.01,0.01,0.06,101.10000000000001,Gladewater city,81.1
4561,2014-03-27,Gunshot,58,glen rose,TX,,,,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,glen rose,TX,glen rose city,39063,glen rose,Glen Rose city,0.01,0.01,0.01,0.01,0.18,108.2,Glen Rose city,82.1
1423,2017-06-05,shot,37,gonzales county,TX,no_attack,,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,gonzales county,,,,,,,,,,,,,
5265,2013-06-28,Gunshot,49,granbury,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,granbury,TX,granbury city,45606,granbury,Granbury city,0.01,0.01,0.01,0.01,0.08,104.8,Granbury city,89
4796,2013-12-25,Gunshot,16,grand prairie,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grand prairie,TX,grand prairie city,56475,grand prairie,Grand Prairie city,0,0.16,0.01,0.05,0.35,122.8,Grand Prairie city,79.9
5643,2013-01-24,Gunshot,22,grand prairie,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,grand prairie,TX,grand prairie city,56475,grand prairie,Grand Prairie city,0,0.16,0.01,0.05,0.35,122.8,Grand Prairie city,79.9
1677,2017-02-17,shot,30,grand prarie,TX,attack,Not fleeing,True,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,grand prarie,,,,,,,,,,,,,
4502,2014-04-17,Gunshot,57,grapevine,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,grapevine,TX,grapevine city,79083,grapevine,Grapevine city,0.01,0.03,0.01,0.04,0.17,107.6,Grapevine city,93.2
5605,2013-02-16,Gunshot,42,grapevine,TX,,,,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,grapevine,TX,grapevine city,79083,grapevine,Grapevine city,0.01,0.03,0.01,0.04,0.17,107.6,Grapevine city,93.2
653,2018-03-22,shot,35,greenspoint,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,greenspoint,,,,,,,,,,,,,
2059,2016-09-30,shot,38,groveton,TX,no_attack,Not fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,groveton,TX,groveton city,30684,groveton,Groveton city,0.01,0.12,0.01,0,0.13,105.6,Groveton city,73
746,2018-02-18,shot,33,guadalupe county,TX,attack,fleeing,False,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,guadalupe county,,,,,,,,,,,,,
4312,2014-06-20,Gunshot,70,hamilton,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,hamilton,TX,hamilton city,31172,hamilton,Hamilton city,0.01,0.01,0.01,0,0.08,105.30000000000001,Hamilton city,79.5
2140,2016-08-30,shot,59,harker heights,TX,attack,fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,harker heights,TX,harker heights city,64494,harker heights,Harker Heights city,0.01,0.19,0.01,0.04,0.17,106.20000000000002,Harker Heights city,91.7
5624,2013-02-03,Gunshot,87,harlingen,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,harlingen,TX,harlingen city,34466,harlingen,Harlingen city,0,0.01,0,0.01,0.47,169.6,Harlingen city,73.7
4457,2014-05-06,Gunshot,93,hearne,TX,,,,19.92,51601.09,75.69,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,hearne,TX,hearne city,37218,hearne,Hearne city,0,0.38,0.01,0,0.3,117,Hearne city,67
5520,2013-03-21,Gunshot,28,hebbronville,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,hebbronville,TX,,,hebbronville,,,,,,,,Hebbronville,71.7
4212,2014-07-29,Gunshot,36,hedwig,TX,,,,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,hedwig,,,,,,,,,,,,,
2678,2016-02-10,shot,32,henderson county,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,henderson county,,,,,,,,,,,,,
320,2018-08-01,shot,35,hereford,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hereford,TX,hereford city,41250,hereford,Hereford city,0,0.01,0.01,0,0.47,151.5,Hereford city,70.4
5341,2013-06-05,Gunshot,32,highland park,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,highland park,TX,highland park town,183594,highland park,Highland Park town,0.01,0,0,0.03,0.04,102,Highland Park town,98.4
4771,2014-01-02,Gunshot,35,hondo,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,hondo,TX,hondo city,37341,hondo,Hondo city,0,0.05,0,0.01,0.41,154.5,Hondo city,73.8
127,2018-10-31,shot,17,houston,TX,attack,fleeing,True,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
135,2018-10-27,shot,30,houston,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
258,2018-08-29,shot,17,houston,TX,attack,fleeing,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
784,2018-02-01,shot,37,houston,TX,attack,fleeing,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
803,2018-01-25,shot,47,houston,TX,no_attack,Not fleeing,False,19.92,51601.09,75.69,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
1048,2017-10-24,shot and Tasered,34,houston,TX,no_attack,Not fleeing,False,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
1061,2017-10-20,shot,54,houston,TX,no_attack,Not fleeing,False,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
1522,2017-04-24,shot,16,houston,TX,no_attack,fleeing,True,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
1563,2017-04-04,shot,32,houston,TX,attack,fleeing,False,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
1642,2017-02-28,shot,25,houston,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
1829,2017-01-01,shot,23,houston,TX,attack,fleeing,False,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
1888,2016-12-07,shot,37,houston,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
2072,2016-09-26,shot,46,houston,TX,attack,Not fleeing,True,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
