,date,age,city,state,threat_level,flee,body_camera,gender,race,armed,signs_of_mental_illness,Age_range,daysofweek,year,Median Income,share_white,share_black,share_native_american,share_asian,share_hispanic,percent_completed_hs,poverty_rate,month
4706,2013-02-18,30,alexandria,VA,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Monday,2013,89134.0,0.58,0.21,0.0,0.06,0.15,91.5,8.3,February
4707,2018-09-18,43,virginia beach,VA,threat,flee,False,Male,W,armed,False,36 - 49,Tuesday,2018,66634.0,0.67,0.2,0.0,0.06,0.07,93.3,8.3,September
4708,2015-09-05,35,virginia beach,VA,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Saturday,2015,66634.0,0.67,0.2,0.0,0.06,0.07,93.3,8.3,September
4709,2015-09-05,28,virginia beach,VA,no_threat,not_fleeing,False,Female,B,unarmed,False,20 - 35,Saturday,2015,66634.0,0.67,0.2,0.0,0.06,0.07,93.3,8.3,September
4710,2013-10-30,30,virginia beach,VA,threat,not_fleeing,False,Male,B,unarmed,True,20 - 35,Wednesday,2013,66634.0,0.67,0.2,0.0,0.06,0.07,93.3,8.3,October
4711,2013-09-14,30,virginia beach,VA,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Saturday,2013,66634.0,0.67,0.2,0.0,0.06,0.07,93.3,8.3,September
4712,2014-07-13,55,basin,WY,threat,not_fleeing,False,Male,W,armed,False,50 - 64,Sunday,2014,54444.0,0.93,0.0,0.02,0.0,0.05,94.7,8.3,July
4713,2018-03-24,20,anchorage,AK,no_threat,flee,False,Male,N,armed,False,20 - 35,Saturday,2018,78326.0,0.69,0.06,0.08,0.09,0.08,93.0,8.2,March
4714,2017-12-20,56,anchorage,AK,threat,not_fleeing,False,Male,W,armed,False,50 - 64,Wednesday,2017,78326.0,0.69,0.06,0.08,0.09,0.08,93.0,8.2,December
4715,2017-11-15,48,anchorage,AK,threat,flee,False,Male,W,armed,False,36 - 49,Wednesday,2017,78326.0,0.69,0.06,0.08,0.09,0.08,93.0,8.2,November
4716,2016-11-12,40,anchorage,AK,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Saturday,2016,78326.0,0.69,0.06,0.08,0.09,0.08,93.0,8.2,November
4717,2016-07-12,23,anchorage,AK,threat,not_fleeing,False,Male,W,armed,True,20 - 35,Tuesday,2016,78326.0,0.69,0.06,0.08,0.09,0.08,93.0,8.2,July
4718,2015-02-08,33,anchorage,AK,threat,flee,False,Male,W,armed,False,20 - 35,Sunday,2015,78326.0,0.69,0.06,0.08,0.09,0.08,93.0,8.2,February
4719,2013-02-19,25,anchorage,AK,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Tuesday,2013,78326.0,0.69,0.06,0.08,0.09,0.08,93.0,8.2,February
4720,2013-06-24,26,fairview,AK,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Monday,2013,82858.0,0.88,0.01,0.06,0.01,0.04,91.2,8.2,June
4721,2013-04-05,27,fairview,AK,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Friday,2013,82858.0,0.88,0.01,0.06,0.01,0.04,91.2,8.2,April
4722,2014-04-17,25,iowa falls,IA,threat,not_fleeing,False,Male,W,armed,True,20 - 35,Thursday,2014,48118.0,0.92,0.03,0.0,0.01,0.04,92.3,8.2,April
4723,2015-01-06,35,assaria,KS,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Tuesday,2015,51250.0,0.98,0.0,0.0,0.0,0.02,95.9,8.2,January
4724,2014-10-11,51,james island,SC,threat,not_fleeing,False,Male,B,unarmed,True,50 - 64,Saturday,2014,64313.0,1.02,0.33,0.0,0.01,0.05,93.6,8.2,October
4725,2015-01-18,32,maricopa,AZ,threat,not_fleeing,False,Male,W,armed,True,20 - 35,Sunday,2015,65793.0,0.63,0.09,0.02,0.04,0.22,91.7,8.1,January
4726,2018-01-07,51,sedona,AZ,no_threat,not_fleeing,False,Male,W,armed,True,50 - 64,Sunday,2018,55135.0,0.84,0.0,0.01,0.02,0.13,95.6,8.1,January
4727,2015-03-27,56,encinitas,CA,threat,not_fleeing,False,Male,W,armed,True,50 - 64,Friday,2015,95149.0,0.82,0.01,0.0,0.04,0.13,94.4,8.1,March
4728,2015-04-26,45,fountain valley,CA,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Sunday,2015,82367.0,0.54,0.01,0.0,0.32,0.13,90.2,8.1,April
4729,2016-01-18,29,union city,CA,no_threat,not_fleeing,True,Male,W,armed,True,20 - 35,Monday,2016,85521.0,0.23,0.06,0.0,0.49,0.22,87.8,8.1,January
4730,2013-10-21,47,union city,CA,threat,not_fleeing,False,Male,H,armed,False,36 - 49,Monday,2013,85521.0,0.23,0.06,0.0,0.49,0.22,87.8,8.1,October
4731,2013-08-31,46,union city,CA,threat,not_fleeing,False,Male,H,armed,True,36 - 49,Saturday,2013,85521.0,0.23,0.06,0.0,0.49,0.22,87.8,8.1,August
4732,2013-03-02,26,union city,CA,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Saturday,2013,85521.0,0.23,0.06,0.0,0.49,0.22,87.8,8.1,March
4733,2013-07-18,23,pembroke pines,FL,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Thursday,2013,61279.0,0.5,0.15,0.0,0.04,0.31,91.2,8.1,July
4734,2013-04-01,49,pembroke pines,FL,threat,not_fleeing,False,Female,W,armed,False,36 - 49,Monday,2013,61279.0,0.5,0.15,0.0,0.04,0.31,91.2,8.1,April
4735,2018-10-01,23,hastings,MN,threat,flee,True,Male,W,armed,False,20 - 35,Monday,2018,62976.0,0.93,0.02,0.01,0.01,0.03,94.2,8.1,October
4736,2015-07-24,30,pinnacle,NC,no_threat,not_fleeing,False,Male,W,armed,False,20 - 35,Friday,2015,43302.34,0.4,0.27,0.0,0.02,0.09,76.5,8.1,July
4737,2014-08-01,42,berlin,NJ,threat,not_fleeing,False,Male,B,unarmed,False,36 - 49,Friday,2014,82429.0,0.9,0.04,0.0,0.03,0.03,89.1,8.1,August
4738,2014-12-30,52,drexel hill,PA,threat,not_fleeing,False,Male,W,armed,True,50 - 64,Tuesday,2014,63642.0,0.85,0.08,0.0,0.04,0.03,94.9,8.1,December
4739,2013-12-09,26,monroeville,PA,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Monday,2013,51758.77,0.51,0.22,0.0,0.02,0.1,89.02,8.1,December
4740,2014-11-18,34,dunedin,FL,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Tuesday,2014,45618.0,0.89,0.03,0.0,0.02,0.06,91.0,8.0,November
4741,2013-03-10,28,north liberty,IA,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Sunday,2013,72451.0,0.91,0.04,0.0,0.02,0.03,97.3,8.0,March
4742,2015-10-10,49,beverly,MA,threat,not_fleeing,False,Male,W,armed,True,36 - 49,Saturday,2015,72837.0,0.93,0.02,0.0,0.02,0.03,94.1,8.0,October
4743,2015-05-28,18,trenton,MI,threat,not_fleeing,False,Male,W,armed,False,13 - 19,Thursday,2015,55218.0,0.95,0.01,0.0,0.01,0.03,91.7,8.0,May
4744,2015-01-21,54,derry,NH,threat,not_fleeing,False,Male,W,armed,True,50 - 64,Wednesday,2015,54026.32,0.93,0.02,0.0,0.02,0.03,94.4,8.0,January
4745,2015-03-19,20,sumas,WA,threat,not_fleeing,False,Male,W,armed,True,20 - 35,Thursday,2015,55161.0,0.81,0.01,0.02,0.01,0.15,80.5,8.0,March
4746,2016-12-15,60,hacienda heights,CA,threat,not_fleeing,False,Male,W,armed,False,50 - 64,Thursday,2016,62652.87,0.18,0.07,0.01,0.11,0.34,85.8,7.9,December
4747,2015-07-06,31,lakewood,CA,threat,flee,False,Male,W,armed,True,20 - 35,Monday,2015,79193.0,0.49,0.08,0.01,0.15,0.27,87.9,7.9,July
4748,2016-03-11,23,newark,CA,threat,flee,False,Male,H,armed,False,20 - 35,Friday,2016,86757.0,0.38,0.04,0.01,0.25,0.32,87.7,7.9,March
4749,2016-01-31,62,newark,CA,threat,not_fleeing,False,Male,W,armed,True,50 - 64,Sunday,2016,86757.0,0.38,0.04,0.01,0.25,0.32,87.7,7.9,January
4750,2016-10-23,45,peterson,MN,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Sunday,2016,51250.0,0.99,0.0,0.0,0.0,0.01,90.5,7.9,October
4751,2013-10-31,28,gower,MO,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Thursday,2013,62784.0,1.0,0.0,0.0,0.0,0.0,93.4,7.9,October
4752,2016-10-19,38,willoughby,OH,no_threat,flee,False,Male,W,armed,False,36 - 49,Wednesday,2016,51708.0,0.94,0.03,0.0,0.02,0.01,92.8,7.9,October
4753,2018-03-21,39,owasso,OK,threat,not_fleeing,True,Male,N,armed,True,36 - 49,Wednesday,2018,65881.0,0.81,0.03,0.07,0.02,0.07,92.4,7.9,March
4754,2014-07-10,27,bothell,WA,threat,not_fleeing,False,Male,W,armed,True,20 - 35,Thursday,2014,81972.0,0.78,0.02,0.01,0.1,0.09,94.0,7.9,July
4755,2016-12-18,37,ridgefield,WA,no_threat,not_fleeing,False,Male,W,armed,False,36 - 49,Sunday,2016,79243.0,0.91,0.01,0.01,0.02,0.05,96.5,7.9,December
4756,2014-03-14,36,ridgefield,WA,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Friday,2014,79243.0,0.91,0.01,0.01,0.02,0.05,96.5,7.9,March
4757,2014-07-20,52,spanish fort,AL,threat,not_fleeing,False,Male,W,armed,False,50 - 64,Sunday,2014,72747.0,0.91,0.05,0.01,0.01,0.02,95.8,7.8,July
4758,2014-11-11,52,menlo park,CA,no_threat,not_fleeing,False,Male,W,armed,False,50 - 64,Tuesday,2014,121816.0,0.67,0.05,0.0,0.1,0.18,92.3,7.8,November
4759,2016-08-05,31,santee,CA,threat,not_fleeing,False,Male,H,armed,True,20 - 35,Friday,2016,76104.0,0.78,0.02,0.01,0.04,0.15,92.9,7.8,August
4760,2013-08-18,31,south pasadena,CA,threat,not_fleeing,False,Male,H,armed,False,20 - 35,Sunday,2013,78957.0,0.51,0.03,0.0,0.29,0.17,95.5,7.8,August
4761,2017-03-14,43,panama city beach,FL,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Tuesday,2017,54406.0,0.88,0.02,0.01,0.03,0.06,92.9,7.8,March
4762,2018-09-15,31,ankeny,IA,threat,not_fleeing,True,Male,W,armed,False,20 - 35,Saturday,2018,75465.0,0.95,0.01,0.0,0.02,0.02,97.3,7.8,September
4763,2014-07-05,59,ankeny,IA,threat,not_fleeing,False,Female,W,armed,True,50 - 64,Saturday,2014,75465.0,0.95,0.01,0.0,0.02,0.02,97.3,7.8,July
4764,2014-08-31,52,claude,TX,threat,not_fleeing,False,Male,W,armed,False,50 - 64,Sunday,2014,60069.0,0.91,0.0,0.01,0.0,0.08,87.6,7.8,August
4765,2017-01-16,34,herndon,VA,threat,not_fleeing,False,Male,A,armed,False,20 - 35,Monday,2017,101872.0,0.45,0.08,0.01,0.16,0.3,84.3,7.8,January
4766,2017-01-12,26,pearisburg,VA,threat,not_fleeing,False,Male,W,armed,True,20 - 35,Thursday,2017,46792.0,0.97,0.02,0.0,0.0,0.01,86.9,7.8,January
4767,2014-05-18,47,pearisburg,VA,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Sunday,2014,46792.0,0.97,0.02,0.0,0.0,0.01,86.9,7.8,May
4768,2013-10-26,32,pearisburg,VA,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Saturday,2013,46792.0,0.97,0.02,0.0,0.0,0.01,86.9,7.8,October
4769,2016-02-07,36,austin,AR,no_threat,not_fleeing,False,Male,W,armed,False,36 - 49,Sunday,2016,70652.0,0.94,0.02,0.0,0.0,0.04,95.9,7.7,February
4770,2014-12-24,47,jasper,GA,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Wednesday,2014,46571.0,0.93,0.03,0.0,0.0,0.04,84.5,7.7,December
4771,2017-06-20,50,lehigh,KS,no_threat,not_fleeing,False,Male,W,armed,True,50 - 64,Tuesday,2017,65625.0,0.96,0.0,0.0,0.0,0.04,96.5,7.7,June
4772,2015-04-04,34,edgewood,NM,threat,flee,False,Male,W,armed,True,20 - 35,Saturday,2015,57386.0,0.74,0.01,0.03,0.01,0.21,97.2,7.7,April
4773,2016-12-25,30,king city,OR,threat,flee,False,Male,W,armed,True,20 - 35,Sunday,2016,45283.0,0.89,0.02,0.0,0.05,0.04,96.7,7.7,December
4774,2017-10-06,47,perryopolis,PA,no_threat,not_fleeing,False,Male,W,armed,True,36 - 49,Friday,2017,47125.0,1.0,0.0,0.0,0.0,0.0,89.9,7.7,October
4775,2018-10-18,38,elkhorn,WI,threat,flee,False,Male,W,armed,False,36 - 49,Thursday,2018,53724.0,0.87,0.01,0.0,0.01,0.11,92.1,7.7,October
4776,2013-06-13,39,elkhorn,WI,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Thursday,2013,53724.0,0.87,0.01,0.0,0.01,0.11,92.1,7.7,June
4777,2013-01-21,18,elkhorn,WI,threat,not_fleeing,False,Male,H,armed,False,13 - 19,Monday,2013,53724.0,0.87,0.01,0.0,0.01,0.11,92.1,7.7,January
4778,2017-04-28,25,san mateo,CA,threat,not_fleeing,False,Male,H,armed,False,20 - 35,Friday,2017,90208.0,0.55,0.02,0.0,0.18,0.25,88.0,7.6,April
4779,2015-05-02,52,smyrna,DE,threat,not_fleeing,True,Male,W,armed,False,50 - 64,Saturday,2015,54217.0,0.63,0.29,0.0,0.02,0.06,89.9,7.6,May
4780,2013-07-08,50,pooler,GA,threat,not_fleeing,False,Male,W,armed,True,50 - 64,Monday,2013,66161.0,0.64,0.25,0.0,0.04,0.07,94.4,7.6,July
4781,2017-07-09,28,uniontown,OH,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Sunday,2017,50627.47,0.68,0.23,0.0,0.02,0.04,92.5,7.6,July
4782,2014-06-04,35,marriott-slaterville,UT,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Wednesday,2014,73750.0,0.92,0.0,0.01,0.0,0.07,92.5,7.6,June
4783,2018-06-29,36,north pole,AK,no_threat,not_fleeing,False,Male,W,armed,False,36 - 49,Friday,2018,70536.0,0.82,0.05,0.03,0.04,0.06,92.1,7.5,June
4784,2016-11-22,45,la mirada,CA,threat,not_fleeing,False,Male,H,armed,False,36 - 49,Tuesday,2016,79330.0,0.49,0.02,0.01,0.15,0.33,88.8,7.5,November
4785,2017-10-31,25,sunnyvale,CA,threat,not_fleeing,False,Male,H,armed,False,20 - 35,Tuesday,2017,105401.0,0.41,0.02,0.0,0.39,0.18,91.4,7.5,October
4786,2015-11-12,42,sunnyvale,CA,no_threat,not_fleeing,False,Male,B,unarmed,False,36 - 49,Thursday,2015,105401.0,0.41,0.02,0.0,0.39,0.18,91.4,7.5,November
4787,2015-08-15,23,sunnyvale,CA,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Saturday,2015,105401.0,0.41,0.02,0.0,0.39,0.18,91.4,7.5,August
4788,2015-04-08,34,sunnyvale,CA,no_threat,not_fleeing,False,Male,A,armed,True,20 - 35,Wednesday,2015,105401.0,0.41,0.02,0.0,0.39,0.18,91.4,7.5,April
4789,2014-06-05,53,sunnyvale,CA,threat,not_fleeing,False,Male,W,armed,False,50 - 64,Thursday,2014,105401.0,0.41,0.02,0.0,0.39,0.18,91.4,7.5,June
4790,2013-09-04,34,sunnyvale,CA,no_threat,not_fleeing,False,Male,H,unarmed,False,20 - 35,Wednesday,2013,105401.0,0.41,0.02,0.0,0.39,0.18,91.4,7.5,September
4791,2013-08-08,68,sunnyvale,CA,threat,not_fleeing,False,Male,W,armed,False,Over 65,Thursday,2013,105401.0,0.41,0.02,0.0,0.39,0.18,91.4,7.5,August
4792,2017-05-03,67,peachtree city,GA,threat,not_fleeing,False,Male,W,armed,True,Over 65,Wednesday,2017,85420.0,0.81,0.07,0.0,0.05,0.07,95.5,7.5,May
4793,2017-09-10,32,plano,TX,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Sunday,2017,83793.0,0.63,0.07,0.0,0.16,0.14,93.5,7.5,September
4794,2017-06-12,63,plano,TX,threat,not_fleeing,False,Male,H,armed,False,50 - 64,Monday,2017,83793.0,0.63,0.07,0.0,0.16,0.14,93.5,7.5,June
4795,2016-01-31,25,saginaw,TX,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Sunday,2016,74903.0,0.72,0.04,0.01,0.02,0.21,92.1,7.5,January
4796,2017-02-13,53,golden shores,AZ,threat,not_fleeing,False,Male,W,armed,False,50 - 64,Monday,2017,42495.67,0.32,0.04,0.02,0.03,0.28,77.9,7.4,February
4797,2013-06-14,32,castro valley,CA,threat,not_fleeing,False,Male,B,unarmed,True,20 - 35,Friday,2013,62652.87,0.18,0.07,0.01,0.11,0.34,92.2,7.4,June
4798,2018-02-16,59,cocoa beach,FL,no_threat,not_fleeing,False,Male,W,armed,True,50 - 64,Friday,2018,53844.0,0.95,0.01,0.0,0.01,0.03,96.3,7.4,February
4799,2013-11-18,27,germantown,MD,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Monday,2013,79970.63,0.4,0.41,0.0,0.04,0.06,91.1,7.4,November
4800,2015-09-23,35,mckinney,TX,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Wednesday,2015,81459.0,0.68,0.1,0.01,0.04,0.17,92.2,7.4,September
4801,2013-04-10,55,suwanee,GA,threat,not_fleeing,False,Male,W,armed,False,50 - 64,Wednesday,2013,82440.0,0.66,0.1,0.0,0.17,0.07,93.6,7.3,April
4802,2017-01-26,59,overlea,MD,threat,not_fleeing,True,Male,W,armed,True,50 - 64,Thursday,2017,79970.63,0.4,0.41,0.0,0.04,0.06,90.9,7.3,January
4803,2018-05-14,20,royal oak,MI,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Monday,2018,65786.0,0.92,0.04,0.0,0.02,0.02,96.1,7.3,May
4804,2018-04-10,28,royal oak,MI,no_threat,flee,False,Male,W,armed,False,20 - 35,Tuesday,2018,65786.0,0.92,0.04,0.0,0.02,0.02,96.1,7.3,April
4805,2015-08-22,31,cohasset,MN,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Saturday,2015,60597.0,0.97,0.0,0.02,0.0,0.01,94.3,7.3,August
4806,2015-11-01,49,hutchinson,MN,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Sunday,2015,51032.0,0.94,0.01,0.0,0.01,0.04,93.9,7.3,November
4807,2017-10-16,32,simpsonville,SC,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Monday,2017,56691.0,0.74,0.16,0.0,0.01,0.09,91.3,7.3,October
4808,2015-10-05,50,woodbridge,NJ,threat,not_fleeing,False,Male,W,armed,False,50 - 64,Monday,2015,80901.07,0.21,0.27,0.01,0.05,0.27,89.5,7.2,October
4809,2013-08-20,40,hopewell junction,NY,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Tuesday,2013,70351.7,0.45,0.23,0.01,0.08,0.21,88.3,7.2,August
4810,2017-12-21,6,schertz,TX,no_threat,not_fleeing,False,Male,W,armed,False,Under 12,Thursday,2017,74509.0,0.68,0.07,0.01,0.02,0.22,92.6,7.2,December
4811,2017-12-21,30,schertz,TX,no_threat,flee,False,Female,W,armed,False,20 - 35,Thursday,2017,74509.0,0.68,0.07,0.01,0.02,0.22,92.6,7.2,December
4812,2017-04-15,56,newport beach,CA,no_threat,not_fleeing,False,Male,W,armed,False,50 - 64,Saturday,2017,113071.0,0.85,0.01,0.0,0.07,0.07,97.7,7.1,April
4813,2014-05-29,22,newport beach,CA,no_threat,not_fleeing,False,Male,W,armed,True,20 - 35,Thursday,2014,113071.0,0.85,0.01,0.0,0.07,0.07,97.7,7.1,May
4814,2014-06-21,31,dickinson,ND,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Saturday,2014,71144.0,0.94,0.01,0.01,0.02,0.02,89.9,7.1,June
4815,2018-03-12,32,west fargo,ND,threat,flee,False,Male,W,armed,False,20 - 35,Monday,2018,69549.0,0.94,0.02,0.01,0.01,0.02,95.6,7.1,March
4816,2016-04-30,33,spanish fork,UT,no_threat,flee,False,Male,W,armed,False,20 - 35,Saturday,2016,65294.0,0.89,0.0,0.0,0.01,0.1,91.1,7.1,April
4817,2015-08-28,28,spanish fork,UT,threat,not_fleeing,True,Male,W,armed,True,20 - 35,Friday,2015,65294.0,0.89,0.0,0.0,0.01,0.1,91.1,7.1,August
4818,2014-01-16,5,spanish fork,UT,threat,not_fleeing,False,Female,W,armed,False,Under 12,Thursday,2014,65294.0,0.89,0.0,0.0,0.01,0.1,91.1,7.1,January
4819,2014-01-16,32,spanish fork,UT,threat,not_fleeing,False,Female,W,armed,False,20 - 35,Thursday,2014,65294.0,0.89,0.0,0.0,0.01,0.1,91.1,7.1,January
4820,2014-01-16,55,spanish fork,UT,threat,not_fleeing,False,Female,W,armed,False,50 - 64,Thursday,2014,65294.0,0.89,0.0,0.0,0.01,0.1,91.1,7.1,January
4821,2014-01-16,7,spanish fork,UT,threat,not_fleeing,False,Male,W,armed,False,Under 12,Thursday,2014,65294.0,0.89,0.0,0.0,0.01,0.1,91.1,7.1,January
4822,2015-10-09,62,aguanga,CA,threat,not_fleeing,False,Female,W,armed,False,50 - 64,Friday,2015,43505.0,0.74,0.01,0.02,0.02,0.22,81.1,7.0,October
4823,2017-07-29,29,norco,CA,threat,flee,False,Male,B,unarmed,False,20 - 35,Saturday,2017,88051.0,0.64,0.06,0.01,0.03,0.26,82.5,7.0,July
4824,2013-07-07,29,norco,CA,no_threat,not_fleeing,False,Male,W,armed,False,20 - 35,Sunday,2013,88051.0,0.64,0.06,0.01,0.03,0.26,82.5,7.0,July
4825,2016-11-15,48,temecula,CA,no_threat,not_fleeing,False,Male,W,armed,False,36 - 49,Tuesday,2016,79925.0,0.64,0.04,0.01,0.09,0.22,91.4,7.0,November
4826,2016-07-05,49,temecula,CA,no_threat,flee,False,Male,W,armed,False,36 - 49,Tuesday,2016,79925.0,0.64,0.04,0.01,0.09,0.22,91.4,7.0,July
4827,2016-05-04,18,temecula,CA,no_threat,not_fleeing,False,Male,W,armed,False,13 - 19,Wednesday,2016,79925.0,0.64,0.04,0.01,0.09,0.22,91.4,7.0,May
4828,2013-02-11,29,temecula,CA,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Monday,2013,79925.0,0.64,0.04,0.01,0.09,0.22,91.4,7.0,February
4829,2018-12-09,23,torrance,CA,no_threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Sunday,2018,79549.0,0.49,0.03,0.0,0.33,0.15,93.5,7.0,December
4830,2017-10-14,44,torrance,CA,no_threat,flee,False,Male,H,undetermined,False,36 - 49,Saturday,2017,79549.0,0.49,0.03,0.0,0.33,0.15,93.5,7.0,October
4831,2016-10-31,39,torrance,CA,threat,flee,False,Female,B,unarmed,True,36 - 49,Monday,2016,79549.0,0.49,0.03,0.0,0.33,0.15,93.5,7.0,October
4832,2013-12-26,19,torrance,CA,threat,not_fleeing,False,Male,W,armed,False,13 - 19,Thursday,2013,79549.0,0.49,0.03,0.0,0.33,0.15,93.5,7.0,December
4833,2017-01-01,35,woodstock,GA,threat,flee,False,Male,W,armed,False,20 - 35,Sunday,2017,68504.0,0.77,0.1,0.0,0.04,0.09,95.5,7.0,January
4834,2014-04-11,45,woodstock,GA,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Friday,2014,68504.0,0.77,0.1,0.0,0.04,0.09,95.5,7.0,April
4835,2015-10-09,19,columbia,MD,no_threat,not_fleeing,False,Male,B,unarmed,False,13 - 19,Friday,2015,79970.63,0.4,0.41,0.0,0.04,0.06,95.7,7.0,October
4836,2016-08-28,37,eagan,MN,threat,not_fleeing,False,Male,W,armed,True,36 - 49,Sunday,2016,82265.0,0.81,0.06,0.0,0.08,0.05,96.4,7.0,August
4837,2014-04-29,27,brandon,MS,threat,not_fleeing,False,Female,W,armed,False,20 - 35,Tuesday,2014,71944.0,0.8,0.17,0.0,0.01,0.02,93.3,7.0,April
4838,2015-08-21,38,wake forest,NC,no_threat,not_fleeing,False,Male,W,armed,False,36 - 49,Friday,2015,80978.0,0.76,0.15,0.0,0.03,0.06,95.2,7.0,August
4839,2015-05-06,18,wake forest,NC,threat,flee,False,Male,W,armed,False,13 - 19,Wednesday,2015,80978.0,0.76,0.15,0.0,0.03,0.06,95.2,7.0,May
4840,2016-04-10,30,rotterdam,NY,threat,not_fleeing,False,Male,W,armed,True,20 - 35,Sunday,2016,70351.7,0.45,0.23,0.01,0.08,0.21,93.2,7.0,April
4841,2016-10-30,38,leedey,OK,threat,flee,False,Male,B,unarmed,False,36 - 49,Sunday,2016,55833.0,0.9,0.01,0.05,0.0,0.04,91.6,7.0,October
4842,2013-12-21,22,lititz,PA,threat,not_fleeing,False,Male,W,armed,True,20 - 35,Saturday,2013,52591.0,0.94,0.01,0.0,0.01,0.04,91.9,7.0,December
4843,2017-11-17,25,fairfax,VA,no_threat,flee,False,Male,W,armed,False,20 - 35,Friday,2017,105297.0,0.67,0.04,0.0,0.14,0.15,92.4,7.0,November
4844,2014-11-27,45,westchase,FL,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Thursday,2014,50262.69,0.46,0.19,0.0,0.02,0.17,97.4,6.9,November
4845,2017-11-11,19,dakota city,IA,threat,flee,False,Male,W,armed,True,13 - 19,Saturday,2017,42708.0,0.96,0.0,0.0,0.0,0.04,90.1,6.9,November
4846,2017-08-23,26,olathe,KS,no_threat,not_fleeing,False,Female,W,armed,True,20 - 35,Wednesday,2017,77335.0,0.81,0.05,0.0,0.04,0.1,94.0,6.9,August
4847,2016-11-27,50,olathe,KS,threat,not_fleeing,False,Male,W,armed,False,50 - 64,Sunday,2016,77335.0,0.81,0.05,0.0,0.04,0.1,94.0,6.9,November
4848,2013-01-18,21,olathe,KS,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Friday,2013,77335.0,0.81,0.05,0.0,0.04,0.1,94.0,6.9,January
4849,2018-04-09,23,troy,MI,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Monday,2018,85027.0,0.75,0.04,0.0,0.19,0.02,93.9,6.9,April
4850,2017-10-29,23,king of prussia,PA,no_threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Sunday,2017,51758.77,0.51,0.22,0.0,0.02,0.1,94.7,6.9,October
4851,2017-06-20,40,franklin,TN,threat,flee,False,Male,W,armed,False,36 - 49,Tuesday,2017,85671.0,0.82,0.07,0.0,0.04,0.07,94.5,6.9,June
4852,2013-08-29,46,springfield,VA,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Thursday,2013,88825.0,0.45,0.08,0.01,0.22,0.24,84.8,6.9,August
4853,2018-02-23,37,woodbridge,VA,no_threat,flee,False,Male,B,unarmed,False,36 - 49,Friday,2018,61867.68,0.51,0.25,0.0,0.03,0.07,91.7,6.9,February
4854,2015-01-27,29,morenci,AZ,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Tuesday,2015,42495.67,0.32,0.04,0.02,0.03,0.28,94.3,6.8,January
4855,2016-08-02,51,castaic,CA,no_threat,flee,False,Male,W,armed,False,50 - 64,Tuesday,2016,104427.0,0.83,0.03,0.01,0.1,0.22,91.9,6.8,August
4856,2013-10-06,53,castaic,CA,threat,not_fleeing,False,Male,W,armed,True,50 - 64,Sunday,2013,104427.0,0.83,0.03,0.01,0.1,0.22,91.9,6.8,October
4857,2017-03-07,41,ladera heights,CA,no_threat,not_fleeing,False,Male,B,unarmed,True,36 - 49,Tuesday,2017,62652.87,0.18,0.07,0.01,0.11,0.34,97.2,6.8,March
