Geographic Area,City,poverty_rate
NE,Holmesville CDP,0
NE,Inland CDP,0
NE,Keystone CDP,0
NE,Lamar village,0
NE,Lemoyne CDP,0
NE,Lindy CDP,0
NE,Lisco CDP,0
NE,Lorenzo CDP,0
NE,Loretto CDP,0
NE,Lushton village,0
NE,McLean village,0
NE,Malmo village,0
NE,Max CDP,0
NE,Nenzel village,0
NE,Oak village,0
NE,Odessa CDP,0
NE,Overland CDP,0
NE,Parks CDP,0
NE,Poole CDP,0
NE,Preston village,0
NE,Roscoe CDP,0
NE,Sarben CDP,0
NE,Sholes village,0
NE,Stockham village,0
NE,Stockville village,0
NE,Sunol CDP,0
NE,Tamora CDP,0
NE,Union village,0
NE,Venice CDP,0
NE,Walton CDP,0
NE,Washington village,0
NE,Westerville CDP,0
NE,Willow Island CDP,0
NE,Winslow village,0
NH,Center Sandwich CDP,47.1
NH,West Swanzey CDP,40.2
NH,Suissevale CDP,37.6
NH,Plymouth CDP,37.4
NH,Durham CDP,35.9
NH,Meredith CDP,31.8
NH,Bethlehem CDP,30
NH,New London CDP,28.5
NH,Woodsville CDP,28.4
NH,Melvin Village CDP,26.1
NH,Colebrook CDP,23.8
NH,Pittsfield CDP,23.1
NH,North Conway CDP,21.6
NH,Franklin city,21.1
NH,Jaffrey CDP,21
NH,Berlin city,20.3
NH,Center Ossipee CDP,19.8
NH,Canaan CDP,19
NH,Littleton CDP,19
NH,Greenville CDP,18.8
NH,Winchester CDP,18.5
NH,Hanover CDP,18.4
NH,Lincoln CDP,17.9
NH,Laconia city,17.6
NH,Lisbon CDP,17.4
NH,Union CDP,17.4
NH,Whitefield CDP,17.3
NH,Henniker CDP,17.1
NH,Keene city,17
NH,Milton CDP,16.7
NH,Farmington CDP,15.5
NH,Manchester city,15
NH,Ashland CDP,14.9
NH,Hampton Beach CDP,14.8
NH,Claremont city,14.1
NH,Somersworth city,13.6
NH,Marlborough CDP,13.3
NH,Rochester city,13.2
NH,Troy CDP,13.1
NH,North Woodstock CDP,13
NH,Raymond CDP,13
NH,Lebanon city,12.3
NH,Newmarket CDP,12
NH,Concord city,11.2
NH,Nashua city,11
NH,Conway CDP,10.8
NH,Lancaster CDP,10.8
NH,Suncook CDP,10.7
NH,Hinsdale CDP,10.5
NH,Wolfeboro CDP,10.1
NH,Bristol CDP,10
NH,Dover city,10
NH,Pinardville CDP,10
NH,New Hampton CDP,9.8
NH,Bradford CDP,9.7
NH,Epping CDP,9.5
NH,Groveton CDP,9.3
NH,Antrim CDP,9.1
NH,North Walpole CDP,8.9
NH,Tilton Northfield CDP,8.8
NH,Bennington CDP,8.4
NH,Newport CDP,8.4
NH,Hudson CDP,8.2
NH,Derry CDP,8
NH,Exeter CDP,8
NH,Charlestown CDP,7.6
NH,Milford CDP,7.5
NH,Gorham CDP,7.4
NH,Sanbornville CDP,7
NH,Peterborough CDP,6.6
NH,Portsmouth city,6.6
NH,East Merrimack CDP,6.4
NH,Belmont CDP,5.6
NH,Wilton CDP,5.4
NH,Hampton CDP,5.3
NH,Seabrook Beach CDP,4.6
NH,Amherst CDP,4.3
NH,Bartlett CDP,4.2
NH,Warner CDP,4.1
NH,Hooksett CDP,3.8
NH,Londonderry CDP,3.6
NH,Contoocook CDP,3.2
NH,South Hooksett CDP,3
NH,Newfields CDP,2.8
NH,North Haverhill CDP,2.6
NH,Hillsborough CDP,2.5
NH,Loudon CDP,2.4
NH,Walpole CDP,2.3
NH,Goffstown CDP,1.8
NH,Mountain Lakes CDP,1.4
NH,Enfield CDP,1.2
NH,Alton CDP,0
NH,Blodgett Landing CDP,0
NH,Hancock CDP,0
NH,Milton Mills CDP,0
NH,Plainfield CDP,0
NH,West Stewartstown CDP,0
NJ,Ross Corner CDP,
NJ,Zarephath CDP,
NJ,Clyde CDP,47.4
NJ,Camden city,39.9
NJ,Salem city,39.6
NJ,Lakewood CDP,39.3
NJ,Atlantic City city,36.9
NJ,New Brunswick city,34.7
NJ,Paulsboro borough,33.8
NJ,Teterboro borough,32.9
NJ,Bridgeton city,32
NJ,Asbury Park city,31.9
NJ,Passaic city,31.6
NJ,Hancocks Bridge CDP,30.5
NJ,Penns Grove borough,30.4
NJ,Seabrook Farms CDP,30.1
NJ,Newark city,29.7
NJ,Paterson city,29.1
NJ,Wildwood city,29.1
NJ,Woodbine borough,28.9
NJ,Trenton city,28.3
NJ,Columbia CDP,27.6
NJ,Elwood CDP,26.1
NJ,Seaside Heights borough,25.3
NJ,Port Norris CDP,25.2
NJ,Victory Gardens borough,25.2
NJ,Laurel Lake CDP,25
NJ,Union City city,24.9
NJ,Woodlynne borough,24.9
NJ,Pleasantville city,24.8
NJ,Plainfield city,23
NJ,Perth Amboy city,22.8
NJ,West New York town,22.1
NJ,Woodbury city,22
NJ,Wrightstown borough,21.4
NJ,East Orange city,21.1
NJ,East Newark borough,19.9
NJ,Glassboro borough,19.5
NJ,Jersey City city,19.3
NJ,Sussex borough,19.2
NJ,Elizabeth city,19
NJ,Phillipsburg town,18.9
NJ,Long Branch city,18.7
NJ,Clementon borough,18.6
NJ,Barnegat CDP,17.6
NJ,Lindenwold borough,17.6
NJ,Flemington borough,17.5
NJ,Millville city,17.5
NJ,Prospect Park borough,17.4
NJ,Fairview borough,17.2
NJ,Chesilhurst borough,17.1
NJ,Vineland city,16.9
NJ,Silver Lake CDP (Essex County),16.8
NJ,Garfield city,16.3
NJ,Keansburg borough,16.2
NJ,Lawnside borough,15.9
NJ,Hackensack city,15.8
NJ,Egg Harbor City city,15.7
NJ,Freehold borough,15.6
NJ,Lopatcong Overlook CDP,15.6
NJ,Guttenberg town,15.4
NJ,Pemberton borough,15.3
NJ,Presidential Lakes Estates CDP,15.2
NJ,Villas CDP,15.2
NJ,Brooklawn borough,15.1
NJ,Carteret borough,15.1
NJ,Lodi borough,14.9
NJ,Red Bank borough,14.9
NJ,Bayonne city,14.8
NJ,Neptune City borough,14.8
NJ,Farmingdale borough,14.7
NJ,Roselle borough,14.6
NJ,Cedarville CDP,14.5
NJ,Ellisburg CDP,14.5
NJ,Browns Mills CDP,14.4
NJ,Fairton CDP,14.4
NJ,Bellmawr borough,14.3
NJ,Newton town,14.3
NJ,Pine Hill borough,14.3
NJ,Port Colden CDP,14.3
NJ,Ventnor City city,14.2
NJ,Lake Como borough,14.1
NJ,Beverly city,14
NJ,Golden Triangle CDP,14
NJ,Mount Hermon CDP,13.9
NJ,Harrison town,13.8
NJ,Hi-Nella borough,13.8
NJ,Pomona CDP,13.7
NJ,South Toms River borough,13.7
NJ,West Cape May borough,13.5
NJ,Vernon Center CDP,13.4
NJ,Westville borough,13.2
NJ,White House Station CDP,13.2
NJ,Cape May city,12.9
NJ,Haledon borough,12.9
NJ,Ocean Gate borough,12.9
NJ,Magnolia borough,12.8
NJ,Somers Point city,12.8
NJ,Washington borough,12.8
NJ,Upper Pohatcong CDP,12.7
NJ,Rossmoor CDP,12.6
NJ,Cape May Point borough,12.5
NJ,Cliffside Park borough,12.5
NJ,Carneys Point CDP,12.4
NJ,Dover Beaches North CDP,12.4
NJ,Mount Ephraim borough,12.4
NJ,Northfield city,12.4
NJ,Society Hill CDP,12.4
NJ,Forked River CDP,12.3
NJ,Pennsville CDP,12.3
NJ,Echelon CDP,12.1
NJ,Highlands borough,12.1
NJ,Netcong borough,12.1
NJ,Kearny town,12
NJ,Brigantine city,11.9
NJ,Burleigh CDP,11.9
NJ,Blackwood CDP,11.8
NJ,Twin Rivers CDP,11.8
NJ,Elmer borough,11.7
NJ,Lakehurst borough,11.7
NJ,Leisure Village CDP,11.7
NJ,Leonia borough,11.6
NJ,Englewood city,11.5
NJ,Manahawkin CDP,11.4
NJ,Sea Bright borough,11.4
NJ,South River borough,11.4
NJ,Woodstown borough,11.4
NJ,Oceanport borough,11.3
NJ,Bogota borough,11.2
NJ,Highland Park borough,11.1
NJ,Jamesburg borough,11.1
NJ,Wallington borough,11
NJ,Buena borough,10.9
NJ,Hackettstown town,10.9
NJ,Alpine borough,10.8
NJ,Hoboken city,10.8
NJ,Crandon Lakes CDP,10.7
NJ,Morristown town,10.7
NJ,Voorhees CDP,10.7
NJ,Mystic Island CDP,10.6
NJ,North Plainfield borough,10.6
NJ,Hammonton town,10.5
NJ,North Beach Haven CDP,10.5
NJ,Union Beach borough,10.5
NJ,Corbin City city,10.4
NJ,Crestwood Village CDP,10.4
NJ,Somerdale borough,10.3
NJ,Bound Brook borough,10.2
NJ,Keyport borough,10.2
NJ,Cedar Glen Lakes CDP,10.1
NJ,East Rutherford borough,10.1
NJ,Burlington city,10
NJ,Dover Beaches South CDP,10
NJ,Manville borough,9.9
NJ,Moonachie borough,9.9
NJ,Palisades Park borough,9.9
NJ,Pine Ridge at Crestwood CDP,9.9
NJ,East Franklin CDP,9.8
NJ,Edgewater borough,9.8
NJ,Fort Lee borough,9.8
NJ,Little Ferry borough,9.8
NJ,Belmar borough,9.7
NJ,Alpha borough,9.6
NJ,Bradley Beach borough,9.6
NJ,Gloucester City city,9.6
NJ,Singac CDP,9.6
NJ,Elmwood Park borough,9.5
NJ,National Park borough,9.5
NJ,North Wildwood city,9.5
NJ,Rosenhayn CDP,9.5
NJ,Runnemede borough,9.5
NJ,Linden city,9.4
NJ,Ocean City city,9.4
NJ,Milltown borough,9.3
NJ,Eatontown borough,9.2
NJ,Margate City city,9.2
NJ,Clayton borough,9.1
NJ,Clifton city,9.1
NJ,Northvale borough,9
NJ,Country Lake Estates CDP,8.9
NJ,Franklin borough,8.9
NJ,Surf City borough,8.9
NJ,Beachwood borough,8.8
NJ,Cape May Court House CDP,8.8
NJ,North Middletown CDP,8.8
NJ,Sea Isle City city,8.8
NJ,Rio Grande CDP,8.7
NJ,Roselle Park borough,8.7
NJ,Williamstown CDP,8.7
NJ,Asbury CDP,8.6
NJ,Audubon Park borough,8.6
NJ,Deal borough,8.6
NJ,Highland Lakes CDP,8.6
NJ,Stanhope borough,8.6
NJ,Bay Head borough,8.5
NJ,Cedar Glen West CDP,8.5
NJ,Point Pleasant Beach borough,8.5
NJ,Rahway city,8.5
NJ,South Bound Brook borough,8.5
NJ,Belvidere town,8.4
NJ,Holiday City-Berkeley CDP,8.3
NJ,Hillsdale borough,8.2
NJ,Hope CDP,8.2
NJ,Island Heights borough,8.2
NJ,Beach Haven West CDP,8.1
NJ,Berlin borough,8.1
NJ,Collings Lakes CDP,8.1
NJ,Griggstown CDP,8.1
NJ,Palmyra borough,8.1
NJ,Dunellen borough,8
NJ,North Arlington borough,8
NJ,Stratford borough,8
NJ,Gibbstown CDP,7.9
NJ,Pompton Lakes borough,7.9
NJ,Emerson borough,7.8
NJ,Erma CDP,7.8
NJ,Montvale borough,7.8
NJ,Mountain Lake CDP,7.8
NJ,Wharton borough,7.8
NJ,Holiday City South CDP,7.7
NJ,Leonardo CDP,7.7
NJ,Matawan borough,7.7
NJ,Totowa borough,7.7
NJ,Tuckerton borough,7.7
NJ,Bergenfield borough,7.6
NJ,Dover town,7.6
NJ,Leisure Village East CDP,7.6
NJ,Oxford CDP,7.5
NJ,Secaucus town,7.5
NJ,Fords CDP,7.4
NJ,Frenchtown borough,7.4
NJ,Leisuretowne CDP,7.4
NJ,New Egypt CDP,7.4
NJ,Clinton town,7.3
NJ,Florence CDP,7.3
NJ,Laurel Springs borough,7.3
NJ,Mays Landing CDP,7.3
NJ,Newfield borough,7.3
NJ,Westwood borough,7.3
NJ,Avenel CDP,7.2
NJ,Fort Dix CDP,7.2
NJ,Lavallette borough,7.2
NJ,Wanamassa CDP,7.2
NJ,Woodbridge CDP,7.2
NJ,Glen Gardner borough,7
NJ,New Milford borough,7
NJ,Ocean Grove CDP,7
NJ,Silver Ridge CDP,7
NJ,Stone Harbor borough,7
NJ,Beach Haven borough,6.9
NJ,Point Pleasant borough,6.9
NJ,South Amboy city,6.9
NJ,Kenvil CDP,6.8
NJ,Ridgefield borough,6.8
NJ,Seaside Park borough,6.8
NJ,Branchville borough,6.7
NJ,Cherry Hill Mall CDP,6.7
NJ,Port Reading CDP,6.7
NJ,Franklin Park CDP,6.6
NJ,Hamburg borough,6.6
NJ,Hopatcong borough,6.6
NJ,Lebanon borough,6.6
NJ,Sayreville borough,6.6
NJ,Waldwick borough,6.6
NJ,Belford CDP,6.5
NJ,Hightstown borough,6.5
NJ,Ridgefield Park village,6.5
NJ,Atlantic Highlands borough,6.4
NJ,Barrington borough,6.4
NJ,Folsom borough,6.4
NJ,Leisure Village West CDP,6.4
NJ,Somerville borough,6.4
NJ,Swedesboro borough,6.4
NJ,Tinton Falls borough,6.4
NJ,Upper Stewartsville CDP,6.4
NJ,Glendora CDP,6.3
NJ,Harvey Cedars borough,6.3
NJ,Heathcote CDP,6.3
NJ,Lake Telemark CDP,6.3
NJ,Smithville CDP,6.3
NJ,Shark River Hills CDP,6.2
NJ,Brookfield CDP,6.1
NJ,Shiloh borough,6.1
NJ,Tenafly borough,6.1
NJ,Toms River CDP,6.1
NJ,Fieldsboro borough,6
NJ,Hasbrouck Heights borough,6
NJ,Pennington borough,6
NJ,Princeton,6
NJ,West Wildwood borough,6
NJ,Beattystown CDP,5.9
NJ,Blairstown CDP,5.9
NJ,Kingston Estates CDP,5.9
NJ,Manasquan borough,5.9
NJ,Pine Lake Park CDP,5.9
NJ,Rockleigh borough,5.9
NJ,Collingswood borough,5.8
NJ,Florham Park borough,5.8
NJ,Iselin CDP,5.8
NJ,Marlton CDP,5.8
NJ,Spotswood borough,5.8
NJ,Woodland Park borough,5.8
NJ,Brookdale CDP,5.7
NJ,Madison borough,5.7
NJ,Maywood borough,5.7
NJ,Oak Valley CDP,5.7
NJ,Ocean Acres CDP,5.7
NJ,Raritan borough,5.7
NJ,Audubon borough,5.6
NJ,Boonton town,5.6
NJ,Monmouth Beach borough,5.6
NJ,Hampton borough,5.5
NJ,Midland Park borough,5.5
NJ,Stockton borough,5.5
NJ,Wood-Ridge borough,5.5
NJ,Great Meadows CDP,5.4
NJ,Oaklyn borough,5.4
NJ,Bloomsbury borough,5.3
NJ,Hawthorne borough,5.3
NJ,Leisure Knoll CDP,5.3
NJ,Milford borough,5.3
NJ,Bordentown city,5.2
NJ,Concordia CDP,5.2
NJ,Madison Park CDP,5.2
NJ,Belleplain CDP,5.1
NJ,Clearbrook Park CDP,5.1
NJ,Cliffwood Beach CDP,5.1
NJ,Estell Manor city,5.1
NJ,Fair Lawn borough,5.1
NJ,Green Knoll CDP,5.1
NJ,Merchantville borough,5.1
NJ,North Cape May CDP,5.1
NJ,Port Monmouth CDP,5
NJ,Absecon city,4.9
NJ,East Freehold CDP,4.9
NJ,Greenwich CDP,4.9
NJ,Harrington Park borough,4.9
NJ,Helmetta borough,4.9
NJ,Pemberton Heights CDP,4.9
NJ,Princeton Meadows CDP,4.9
NJ,Quinton CDP,4.9
NJ,Riverton borough,4.9
NJ,Caldwell borough,4.8
NJ,Finderne CDP,4.8
NJ,South Plainfield borough,4.8
NJ,Ashland CDP,4.7
NJ,Englishtown borough,4.7
NJ,Kendall Park CDP,4.7
NJ,Moorestown-Lenola CDP,4.7
NJ,Norwood borough,4.7
NJ,Roebling CDP,4.7
NJ,Avalon borough,4.6
NJ,Gibbsboro borough,4.6
NJ,Mountainside borough,4.6
NJ,Pitman borough,4.6
NJ,Port Republic city,4.6
NJ,Rutherford borough,4.6
NJ,Lambertville city,4.5
NJ,New Providence borough,4.5
NJ,Somerset CDP,4.5
NJ,Wanaque borough,4.5
NJ,Yorketown CDP,4.5
NJ,Andover borough,4.4
NJ,Mullica Hill CDP,4.4
NJ,Ogdensburg borough,4.4
NJ,Roosevelt borough,4.4
NJ,Wildwood Crest borough,4.4
NJ,Butler borough,4.3
NJ,Far Hills borough,4.3
NJ,Riverdale borough,4.3
NJ,Carlstadt borough,4.2
NJ,Panther Valley CDP,4.2
NJ,Rocky Hill borough,4.2
NJ,Six Mile Run CDP,4.2
NJ,Spring Lake borough,4.2
NJ,Summit city,4.2
NJ,Fairview CDP,4.1
NJ,North Haledon borough,4.1
NJ,Victory Lakes CDP,4.1
NJ,Allendale borough,4
NJ,Barnegat Light borough,4
NJ,Richwood CDP,4
NJ,Laurence Harbor CDP,3.9
NJ,Navesink CDP,3.9
NJ,Old Tappan borough,3.9
NJ,Pedricktown CDP,3.9
NJ,Strathmore CDP,3.9
NJ,Upper Montclair CDP,3.9
NJ,Chester borough,3.8
NJ,Ringwood borough,3.8
NJ,Ship Bottom borough,3.8
NJ,Groveville CDP,3.7
NJ,Pine Beach borough,3.7
NJ,Spring Lake Heights borough,3.7
NJ,Succasunna CDP,3.7
NJ,West Long Branch borough,3.7
NJ,Annandale CDP,3.6
NJ,Broadway CDP,3.6
NJ,Princeton Junction CDP,3.6
NJ,River Edge borough,3.6
NJ,Allenhurst borough,3.5
NJ,Bradley Gardens CDP,3.5
NJ,Budd Lake CDP,3.5
NJ,Cresskill borough,3.5
NJ,Englewood Cliffs borough,3.5
NJ,Haddon Heights borough,3.5
NJ,Little Silver borough,3.5
NJ,Ridgewood village,3.5
NJ,Beckett CDP,3.4
NJ,Dumont borough,3.4
NJ,Lincoln Park borough,3.4
NJ,Longport borough,3.4
NJ,McGuire AFB CDP,3.4
NJ,Martinsville CDP,3.4
NJ,Yardville CDP,3.4
NJ,Avon-by-the-Sea borough,3.3
NJ,Lake Mohawk CDP,3.3
NJ,Old Bridge CDP,3.3
NJ,Westfield town,3.3
NJ,Barclay CDP,3.2
NJ,Califon borough,3.2
NJ,Mountain Lakes borough,3.2
NJ,Park Ridge borough,3.2
NJ,West Belmar CDP,3.2
NJ,West Freehold CDP,3.2
NJ,Weston CDP,3.2
NJ,Alloway CDP,3.1
NJ,Bloomingdale borough,3.1
NJ,Franklin Lakes borough,3.1
NJ,Lincroft CDP,3.1
NJ,Long Valley CDP,3.1
NJ,Mendham borough,3.1
NJ,Vernon Valley CDP,3.1
NJ,Brass Castle CDP,3
NJ,Juliustown CDP,3
NJ,Linwood city,3
NJ,Paramus borough,3
NJ,Ramblewood CDP,3
NJ,Watchung borough,3
NJ,Dayton CDP,2.9
NJ,Harmony CDP,2.9
NJ,Holiday Heights CDP,2.9
NJ,Rumson borough,2.9
NJ,Sea Girt borough,2.9
NJ,Brownville CDP,2.8
NJ,Haddonfield borough,2.8
NJ,Metuchen borough,2.8
NJ,High Bridge borough,2.7
NJ,Kinnelon borough,2.7
NJ,Lawrenceville CDP,2.7
NJ,Millstone borough,2.7
NJ,Plainsboro Center CDP,2.7
NJ,Silver Lake CDP (Warren County),2.7
NJ,Springdale CDP,2.7
NJ,Whittingham CDP,2.7
NJ,Allentown borough,2.6
NJ,Colonia CDP,2.6
NJ,Mercerville CDP,2.6
NJ,Wenonah borough,2.6
NJ,Woodbury Heights borough,2.6
NJ,Brielle borough,2.5
NJ,Closter borough,2.5
NJ,Mantoloking borough,2.5
NJ,Middlesex borough,2.5
NJ,Monmouth Junction CDP,2.5
NJ,Oakland borough,2.5
NJ,Chatham borough,2.4
NJ,Peapack and Gladstone borough,2.4
NJ,Roseland borough,2.4
NJ,Waretown CDP,2.4
NJ,White Horse CDP,2.4
NJ,Whitesboro CDP,2.4
NJ,Garwood borough,2.3
NJ,North Caldwell borough,2.3
NJ,Rockaway borough,2.3
NJ,Kenilworth borough,2.2
NJ,Oakhurst CDP,2.2
NJ,Upper Saddle River borough,2.2
NJ,Morris Plains borough,2.1
NJ,Ramsey borough,2.1
NJ,Sewaren CDP,2.1
NJ,Blackwells Mills CDP,2
NJ,Demarest borough,2
NJ,Glen Rock borough,2
NJ,Olivet CDP,1.9
NJ,Short Hills CDP,1.9
NJ,Shrewsbury borough,1.9
NJ,Vienna CDP,1.9
NJ,Ramtown CDP,1.8
NJ,Hopewell borough,1.7
NJ,Woodcliff Lake borough,1.7
NJ,Essex Fells borough,1.6
NJ,Greentree CDP,1.6
NJ,New Village CDP,1.6
NJ,White Meadow Lake CDP,1.6
NJ,Franklin Center CDP,1.4
NJ,Bernardsville borough,1.3
NJ,Middlebush CDP,1.3
NJ,Saddle River borough,1.3
NJ,Hamilton Square CDP,1.2
NJ,Glen Ridge borough,1.1
NJ,Interlaken borough,1.1
NJ,Fair Haven borough,0.9
NJ,Haworth borough,0.9
NJ,Fanwood borough,0.8
NJ,Robertsville CDP,0.8
NJ,Vista Center CDP,0.8
NJ,Mount Arlington borough,0.7
NJ,Medford Lakes borough,0.6
NJ,Oradell borough,0.6
NJ,Turnersville CDP,0.6
NJ,Loch Arbour village,0.5
NJ,Morganville CDP,0.5
NJ,Cranbury CDP,0.2
NJ,Ho-Ho-Kus borough,0.2
NJ,Allamuchy CDP,0
NJ,Allenwood CDP,0
NJ,Anderson CDP,0
NJ,Belle Mead CDP,0
NJ,Blawenburg CDP,0
NJ,Brainards CDP,0
NJ,Bridgeville CDP,0
NJ,Buttzville CDP,0
NJ,Byram Center CDP,0
NJ,Delaware CDP,0
NJ,Delaware Park CDP,0
NJ,Diamond Beach CDP,0
NJ,East Millstone CDP,0
NJ,East Rocky Hill CDP,0
NJ,Finesville CDP,0
NJ,Hainesburg CDP,0
NJ,Harlingen CDP,0
NJ,Hutchinson CDP,0
NJ,Johnsonburg CDP,0
NJ,Kingston CDP,0
NJ,Marksboro CDP,0
NJ,Pine Valley borough,0
NJ,Pleasant Plains CDP,0
NJ,Port Murray CDP,0
NJ,Robbinsville CDP,0
NJ,Skillman CDP,0
NJ,Stewartsville CDP,0
NJ,Strathmere CDP,0
NJ,Tavistock borough,0
NJ,Ten Mile Run CDP,0
NM,Canova CDP,
NM,Fence Lake CDP,
NM,Glenwood CDP,
NM,La Joya CDP,
NM,Lake Roberts CDP,
NM,Lower Frisco CDP,
NM,Moquino CDP,
NM,Newkirk CDP,
NM,Rivers CDP,
NM,Trout Valley CDP,
NM,Watrous CDP,
NM,Escondida CDP,100
NM,Kingston CDP,100
NM,Pinon CDP,100
NM,Regina CDP,100
NM,Rincon CDP,100
NM,Tajique CDP,100
NM,Tecolotito CDP,92.7
NM,Placitas CDP (Do_a Ana County),79.2
NM,Tecolote CDP,79.2
NM,Pajarito Mesa CDP,76.6
NM,Monterey Park CDP,74.4
NM,Chilili CDP,73.9
NM,San Luis CDP,72.4
NM,Rodey CDP,72.2
NM,Quemado CDP,70.8
NM,University Park CDP,70.8
NM,Pecan Park CDP,69.7
NM,Ute Park CDP,69
NM,Nageezi CDP,68.9
NM,Homestead CDP,65.4
NM,Playas CDP,63.6
NM,Navajo CDP,62.9
NM,Black Rock CDP,62.8
NM,Torreon CDP (Sandoval County),60.2
NM,Santa Cruz CDP,57.3
NM,Rock Springs CDP,55.4
NM,Columbus village,54.1
NM,Ribera CDP,53.1
NM,Vado CDP,53.1
NM,North Light Plant CDP,52.8
NM,Mountainair town,52.6
NM,Torreon CDP (Torrance County),52.2
NM,Timberon CDP,51.8
NM,Twin Lakes CDP,51.5
NM,Villanueva CDP,49.6
NM,Talpa CDP,49.1
NM,Indian Hills CDP,48.6
NM,Youngsville CDP,48.3
NM,Sacramento CDP,47.8
NM,Anthony city,46.2
NM,Ojo Amarillo CDP,46.1
NM,Berino CDP,45.2
NM,Yah-ta-hey CDP,44.4
NM,Alamo CDP,44.2
NM,Mescalero CDP,43.7
NM,San Fidel CDP,43.6
NM,Acomita Lake CDP,43.2
NM,Sanostee CDP,43.2
NM,Chaparral CDP,42.8
NM,Midway CDP,42.8
NM,La Union CDP,42.7
NM,Alamillo CDP,42.5
NM,Organ CDP,42.3
NM,Meadow Lake CDP,41.9
NM,Estancia town,41.6
NM,Church Rock CDP,40
NM,Mesita CDP,40
NM,El Rito CDP,39.9
NM,Reserve village,39.9
NM,San Miguel CDP,39.7
NM,Santo Domingo Pueblo CDP,39.6
NM,La Plata CDP,39.1
NM,Williamsburg village,39.1
NM,Blanco CDP,39
NM,San Ysidro CDP,38.9
NM,McIntosh CDP,38.6
NM,Sheep Springs CDP,38.6
NM,Hanover CDP,38.4
NM,Nogal CDP,38.4
NM,Bibo CDP,38.2
NM,Sandia Park CDP,38.1
NM,Rodeo CDP,37.9
NM,Zuni Pueblo CDP,37.5
NM,Salem CDP,37.4
NM,Sunland Park city,37.1
NM,Belen city,36.8
NM,Bluewater Acres CDP,36.6
NM,Cotton City CDP,36.6
NM,Hatch village,36.6
NM,El Duende CDP,36.5
NM,Agua Fria CDP,36.4
NM,Milan village,36.3
NM,Keeler Farm CDP,36.1
NM,Sausal CDP,36.1
NM,Lemitar CDP,36
NM,Lake Sumner CDP,35.5
NM,Las Vegas city,35.3
NM,Paraje CDP,35.2
NM,Peak Place CDP,35.2
NM,Skyline-Ganipa CDP,35.1
NM,Gallina CDP,34.7
NM,Isleta Village Proper CDP,34.6
NM,San Felipe Pueblo CDP,34.6
NM,Laguna CDP,34.5
NM,Carrizozo town,34.3
NM,Chamberino CDP,34.3
NM,Polvadera CDP,34.2
NM,Shiprock CDP,34.2
NM,Chimayo CDP,34.1
NM,McCartys Village CDP,34.1
NM,Pecos village,33.9
NM,Taos Ski Valley village,33.9
NM,Crystal CDP,33.8
NM,Naschitti CDP,33.6
NM,Thoreau CDP,33.6
NM,Cliff CDP,33.5
NM,Willard village,33.5
NM,Hernandez CDP,33.3
NM,La Madera CDP,33.3
NM,Windmill CDP,33.3
NM,Vadito CDP,33.2
NM,Deming city,33.1
NM,Napi Headquarters CDP,33.1
NM,Llano del Medio CDP,32.7
NM,Wagon Mound village,32.5
NM,Dixon CDP,32.4
NM,Brimhall Nizhoni CDP,32.1
NM,Ruidoso Downs city,32.1
NM,Valencia CDP,32.1
NM,Bluewater Village CDP,32
NM,San Jon village,32
NM,Santa Clara village,31.8
NM,Crownpoint CDP,31.6
NM,Lake Valley CDP,30.9
NM,Santa Teresa CDP,30.9
NM,Texico city,30.9
NM,Nakaibito CDP,30.7
NM,Socorro city,30.2
NM,Springer town,29.8
NM,Buckhorn CDP,29.7
NM,El Valle de Arroyo Seco CDP,29.6
NM,Madrone CDP,29.6
NM,Questa village,29.5
NM,South Valley CDP,29.4
NM,Fort Sumner village,29.3
NM,Chamita CDP,29.2
NM,Dora village,29.2
NM,Cuyamungue Grant CDP,29.1
NM,Portales city,29.1
NM,Espa_ola city,28.8
NM,Bayard city,28.2
NM,El Cerro Mission CDP,28.2
NM,Pueblo of Sandia Village CDP,28.2
NM,Pe_asco CDP,28.1
NM,Silver City town,28
NM,Santa Clara Pueblo CDP,27.8
NM,Maxwell village,27.7
NM,Lordsburg city,27.6
NM,Cuba village,27.4
NM,Rowe CDP,27.4
NM,Upper Fruitland CDP,27.4
NM,Pueblitos CDP,27.3
NM,Hagerman town,27.2
NM,Edith Endave CDP,27.1
NM,Encinal CDP,27
NM,Arroyo Seco CDP,26.7
NM,Duran CDP,26.7
NM,Tome CDP,26.3
NM,Jemez Pueblo CDP,26.1
NM,Truth or Consequences city,25.9
NM,Pe_a Blanca CDP,25.7
NM,Ventura CDP,25.7
NM,Dulce CDP,25.6
NM,Capitan village,25.5
NM,Gallup city,25.5
NM,Moriarty city,25.4
NM,Zia Pueblo CDP,25.4
NM,Highland Meadows CDP,25.3
NM,Casa Colorada CDP,25
NM,Mesquite CDP,25
NM,Young Place CDP,25
