Geographic Area,City,percent_completed_hs
AR,Conway city,92.9
AR,Prairie Grove city,92.9
AR,Gibson CDP,92.8
AR,Lakeview city,92.7
AR,Menifee town,92.7
AR,Bentonville city,92.4
AR,Cabot city,92.4
AR,Felsenthal town,92.4
AR,Pea Ridge city,92.4
AR,Farmington city,92.3
AR,Magnet Cove CDP,92.3
AR,Cave Springs city,92.2
AR,Ulm town,92.2
AR,Dell town,92.1
AR,Morrison Bluff town,92.1
AR,Cale town,92
AR,Gum Springs town,91.8
AR,Beaver town,91.7
AR,Eureka Springs city,91.7
AR,Fayetteville city,91.7
AR,Cotter city,91.6
AR,Damascus town,91.6
AR,Greenland city,91.5
AR,Moorefield town,91.5
AR,Oakhaven town,91.5
AR,Almyra town,91.4
AR,Centerton city,91.4
AR,Avilla CDP,91.3
AR,Guy city,91.1
AR,Little Flock city,91
AR,Cherokee Village city,90.9
AR,Crossett city,90.7
AR,Little Rock city,90.7
AR,Shannon Hills city,90.7
AR,White Hall city,90.6
AR,Mount Vernon town,90.5
AR,Springtown town,90.5
AR,Clarkedale city,90.4
AR,Delaplaine town,90.4
AR,Emerson town,90.4
AR,Sheridan city,90.4
AR,Willisville town,90.4
AR,Plumerville city,90.3
AR,Smithville town,90.1
AR,Sulphur Springs CDP,90.1
AR,Charleston city,89.9
AR,Amity city,89.8
AR,Searcy city,89.7
AR,Holland city,89.6
AR,Roland CDP,89.6
AR,Prattsville town,89.5
AR,Greenbrier city,89.4
AR,New Edinburg CDP,89.4
AR,Marion city,89.3
AR,Dyer city,89.2
AR,Norphlet city,89.2
AR,Sidney town,89.2
AR,Jonesboro city,89.1
AR,Rosston town,89
AR,Delight city,88.9
AR,Imboden town,88.9
AR,East Camden town,88.8
AR,Elkins city,88.8
AR,Mena city,88.8
AR,Scranton city,88.8
AR,Alma city,88.7
AR,Oppelo city,88.6
AR,Traskwood city,88.6
AR,Poyen town,88.4
AR,Fountain Lake town,88.3
AR,Heber Springs city,88.3
AR,Ashdown city,88.2
AR,Houston town,88.2
AR,Smackover city,88.2
AR,Tull town,88.2
AR,West Fork city,88.2
AR,Shirley town,88.1
AR,Avoca town,88
AR,Mountain Home city,88
AR,Mount Pleasant town,87.9
AR,North Little Rock city,87.9
AR,Redfield city,87.9
AR,Pocahontas city,87.8
AR,Wooster town,87.8
AR,Midway town,87.7
AR,Prairie Creek CDP,87.7
AR,Valley Springs town,87.7
AR,Perla town,87.5
AR,Subiaco town,87.5
AR,Gassville city,87.4
AR,Higden town,87.3
AR,Highfill town,87.3
AR,Wilmar city,87.3
AR,Haskell city,87.2
AR,Tyronza city,87.2
AR,North Crossett CDP,87.1
AR,Benton city,87
AR,Tumbling Shoals CDP,87
AR,Briarcliff city,86.9
AR,Melbourne city,86.9
AR,McNeil city,86.8
AR,Pottsville city,86.8
AR,Grady city,86.7
AR,Wheatley city,86.7
AR,Donaldson town,86.6
AR,Fifty-Six city,86.5
AR,Harrell town,86.5
AR,Harrison city,86.5
AR,Highland city,86.5
AR,Salesville city,86.5
AR,Oak Grove Heights town,86.4
AR,Center Ridge CDP,86.3
AR,Haynes town,86.3
AR,Louann town,86.3
AR,New Blaine CDP,86.2
AR,Tollette town,86.2
AR,Jacksonville city,86
AR,Van Buren city,86
AR,Arkadelphia city,85.9
AR,St. Francis city,85.9
AR,Washington city,85.9
AR,Perryville city,85.8
AR,Bay city,85.7
AR,Landmark CDP,85.7
AR,Portland city,85.7
AR,Central City town,85.6
AR,East End CDP,85.6
AR,Horseshoe Bend city,85.5
AR,West Point town,85.5
AR,Lake Hamilton CDP,85.4
AR,Perrytown town,85.4
AR,Havana city,85.3
AR,McNab town,85.3
AR,Walnut Ridge city,85.3
AR,Dover city,85.2
AR,Piney CDP,85.1
AR,Texarkana city,85.1
AR,Hot Springs city,85
AR,Swifton city,85
AR,Bearden city,84.9
AR,Campbell Station city,84.8
AR,McGehee city,84.8
AR,Pine Bluff city,84.8
AR,Lonoke city,84.7
AR,Mammoth Spring city,84.7
AR,Batesville city,84.6
AR,Caulksville town,84.6
AR,Strawberry town,84.5
AR,Gentry city,84.3
AR,Magnolia city,84.3
AR,Rector city,84.3
AR,Sulphur Rock town,84.3
AR,Rudy town,84.2
AR,Viola town,84.2
AR,Paragould city,84.1
AR,Fordyce city,84
AR,Hartman city,84
AR,Lynn town,84
AR,Wilmot city,84
AR,Garfield town,83.9
AR,Malvern city,83.9
AR,Carlisle city,83.7
AR,Rockport city,83.7
AR,Sulphur Springs city,83.7
AR,Beebe city,83.6
AR,Mountainburg city,83.5
AR,Marmaduke city,83.4
AR,Southside city,83.4
AR,Wynne city,83.4
AR,Egypt town,83.3
AR,Franklin town,83.3
AR,Ogden city,83.3
AR,Ratcliff city,83.3
AR,Cove town,83.2
AR,Lavaca city,83.2
AR,Gurdon city,83.1
AR,Mount Ida city,83.1
AR,Stamps city,83.1
AR,Staves CDP,83.1
AR,Blytheville city,83
AR,Humphrey city,83
AR,Hoxie city,82.9
AR,Lead Hill town,82.7
AR,Lockesburg city,82.7
AR,Mansfield city,82.7
AR,Elm Springs city,82.6
AR,Lowell city,82.6
AR,Mulberry city,82.5
AR,Foreman city,82.4
AR,Johnson city,82.4
AR,Williford town,82.4
AR,Daisy town,82.3
AR,Denning town,82.3
AR,England city,82.3
AR,Huttig city,82.3
AR,Gosnell city,82.2
AR,Gravette city,82.2
AR,Rogers city,82.2
AR,West Crossett CDP,82.2
AR,Western Grove town,82.2
AR,Concord town,82.1
AR,Fountain Hill town,82.1
AR,Camden city,82
AR,Stuttgart city,82
AR,Banks town,81.9
AR,Lake City city,81.9
AR,Mayflower city,81.9
AR,Monette city,81.9
AR,Bethel Heights city,81.8
AR,Clinton city,81.8
AR,Hampton city,81.8
AR,Lafe town,81.8
AR,Stephens city,81.8
AR,Weiner city,81.8
AR,Wilson city,81.8
AR,Barling city,81.7
AR,Evening Shade city,81.7
AR,Kibler city,81.7
AR,Monticello city,81.6
AR,Higginson town,81.5
AR,Pyatt town,81.5
AR,Twin Groves town,81.5
AR,Casa town,81.4
AR,Cedarville city,81.4
AR,Sedgwick town,81.4
AR,Star City city,81.4
AR,Bergman town,81.3
AR,Burdette town,81.3
AR,Fisher city,81.3
AR,Horseshoe Lake town,81.3
AR,Kirby CDP,81.3
AR,Russellville city,81.3
AR,Bellefonte town,81.2
AR,Gillett city,81.2
AR,Midway CDP,81.2
AR,Greers Ferry city,81.1
AR,Pangburn city,81.1
AR,Sweet Home CDP,81.1
AR,Ward city,81.1
AR,Emmet city,81
AR,Enola town,81
AR,Prescott city,81
AR,Booneville city,80.9
AR,Pindall town,80.9
AR,Sherrill town,80.9
AR,Moro town,80.8
AR,Altus city,80.7
AR,Keo town,80.7
AR,Manila city,80.7
AR,Roe town,80.7
AR,West Memphis city,80.6
AR,Allport town,80.5
AR,Garland town,80.5
AR,Gillham town,80.5
AR,Hackett city,80.5
AR,Friendship town,80.4
AR,Bono city,80.3
AR,Cave City city,80.3
AR,Junction City city,80.3
AR,Marshall city,80.3
AR,Morrilton city,80.3
AR,Fort Smith city,80.2
AR,Mineral Springs city,80.2
AR,Thornton city,80.2
AR,Black Oak town,80.1
AR,Hartford city,80.1
AR,Alpena town,80
AR,Altheimer city,80
AR,El Dorado city,80
AR,Hagarville CDP,80
AR,Huntsville city,80
AR,Madison city,80
AR,Norfork city,79.8
AR,Pleasant Plains town,79.8
AR,Piggott city,79.7
AR,Atkins city,79.6
AR,Gateway town,79.6
AR,Jasper city,79.6
AR,Okolona town,79.6
AR,Flippin city,79.5
AR,Quitman city,79.5
AR,Tillar city,79.5
AR,Marvell city,79.4
AR,Winslow city,79.4
AR,Adona city,79.3
AR,Eudora city,79.3
AR,Alicia town,79.2
AR,Caraway city,79.2
AR,Yellville city,79.2
AR,Forrest City city,79.1
AR,Pineville town,79.1
AR,Woodson CDP,79.1
AR,Des Arc city,79
AR,Grubbs city,78.9
AR,Antoine town,78.7
AR,Blevins city,78.7
AR,Caldwell town,78.7
AR,Diaz city,78.7
AR,Keiser city,78.7
AR,Lake Village city,78.7
AR,Reyno city,78.7
AR,Magness town,78.6
AR,Rose Bud town,78.6
AR,Fredonia (Biscoe) town,78.5
AR,Harrisburg city,78.5
AR,Cherry Valley city,78.4
AR,Ozark city,78.4
AR,Siloam Springs city,78.4
AR,Widener town,78.4
AR,Paris city,78.3
AR,Pollard city,78.2
AR,Alexander city,78.1
AR,Clarksville city,78.1
AR,Rison city,78.1
AR,Bonanza city,78
AR,Omaha town,78
AR,Salem city,77.8
AR,Black Rock city,77.7
AR,Yarborough Landing CDP,77.7
AR,Murfreesboro city,77.6
AR,Zinc town,77.6
AR,Gould city,77.5
AR,Knoxville town,77.5
AR,Magazine city,77.5
AR,Newport city,77.5
AR,St. Charles town,77.5
AR,Letona town,77.3
AR,Trumann city,77.2
AR,Coal Hill city,77.1
AR,Helena-West Helena city,77.1
AR,Leachville city,77.1
AR,Corning city,77
AR,Wabbaseka town,77
AR,Winthrop city,76.8
AR,Calico Rock city,76.7
AR,Osceola city,76.7
AR,Carthage city,76.6
AR,Lewisville city,76.6
AR,St. Joe town,76.6
AR,Brinkley city,76.5
AR,Brookland city,76.5
AR,Newark city,76.5
AR,Montrose city,76.4
AR,Dumas city,76.3
AR,Glenwood city,76.3
AR,Russell town,76.3
AR,Bauxite town,76.2
AR,Bradford city,76.2
AR,Taylor city,76.2
AR,Tuckerman city,76.2
AR,Hatfield town,76.1
AR,Humnoke city,76.1
AR,McAlmont CDP,76.1
AR,Tupelo town,76.1
AR,Cushman city,76
AR,Hazen city,76
AR,Lepanto city,76
AR,Diamond City city,75.8
AR,Warren city,75.8
AR,Waldo city,75.7
AR,Kingsland city,75.6
AR,Oxford city,75.5
AR,Lamar city,75.4
AR,DeWitt city,75.3
AR,Fouke city,75.3
AR,O'Kean town,75.3
AR,Ravenden town,75.3
AR,Berryville city,75.2
AR,Cotton Plant city,75.2
AR,Hamburg city,75.1
AR,Blue Mountain town,75
AR,Bluff City town,75
AR,Dierks city,75
AR,Grannis city,74.8
AR,London city,74.8
AR,Clarendon city,74.7
AR,Holly Grove city,74.7
AR,Chidester city,74.6
AR,Strong city,74.4
AR,Amagon town,74.3
AR,Maynard town,74.3
AR,Wilton city,74.3
AR,Buckner city,74.2
AR,McRae city,74.2
AR,Ash Flat city,74.1
AR,McDougal town,74.1
AR,Ola city,74.1
AR,Arkansas City city,73.9
AR,Bald Knob city,73.9
AR,Coy town,73.9
AR,Elaine city,73.9
AR,Georgetown town,73.8
AR,Powhatan town,73.5
AR,Crawfordsville town,73.4
AR,Hughes city,73.3
AR,Dermott city,73.2
AR,Lincoln city,73.1
AR,Wrightsville city,73.1
AR,Hermitage city,72.9
AR,Marked Tree city,72.9
AR,Biggers town,72.8
AR,Knobel city,72.7
AR,Bigelow town,72.6
AR,Plainview city,72.3
AR,St. Paul town,72.3
AR,Augusta city,72.2
AR,Bodcaw town,72.2
AR,Tinsman town,71.9
AR,Springdale city,71.7
AR,Watson city,71.7
AR,Hickory Ridge city,71.6
AR,Huntington city,71.6
AR,Waldron city,71.5
AR,Earle city,71.3
AR,Hunter town,71.3
AR,Lexa town,71.2
AR,Nashville city,71.2
AR,Peach Orchard city,71.2
AR,Winchester town,71.2
AR,Beedeville town,71.1
AR,Hector town,70.9
AR,Lake View city,70.9
AR,Perry town,70.9
AR,Summit city,70.9
AR,Bradley city,70.8
AR,Luxora city,70.7
AR,Marianna city,70.6
AR,Wickes town,70.5
AR,Leslie city,70.4
AR,Ben Lomond town,70.3
AR,Etowah town,70.3
AR,Leola town,70.3
AR,McCaskill town,70.3
AR,Palestine city,70.3
AR,Parkin city,70.3
AR,Branch city,70.1
AR,Colt city,70
AR,Oak Grove town,69.9
AR,Patterson city,69.9
AR,Belleville city,69.5
AR,Mountain Pine city,69.4
AR,Hardy city,69.2
AR,Aubrey town,69
AR,Dyess town,68.6
AR,Fourche town,68.6
AR,McCrory city,68.6
AR,Mountain View city,68.6
AR,Garner town,68.2
AR,Mitchellville city,68.2
AR,Jerome town,67.9
AR,Minturn town,67.9
AR,Weldon town,67.9
AR,Dardanelle city,67.6
AR,Hindsville town,67.6
AR,Vandervoort town,67.6
AR,Everton town,67.5
AR,Fulton town,67.5
AR,Cash town,67.4
AR,Edmondson town,67.4
AR,Hope city,67.4
AR,Calion city,67
AR,Judsonia city,66.4
AR,Portia town,66.4
AR,Success town,66.3
AR,Parkdale city,65.9
AR,Guion town,65.7
AR,De Valls Bluff city,65.6
AR,Griffithville town,65.6
AR,Sparkman city,65.5
AR,Turrell city,65.2
AR,Rye CDP,65.1
AR,Norman town,64.2
AR,Bassett town,63.9
AR,Danville city,63.5
AR,Greenway city,62.9
AR,Waldenburg town,62.8
AR,Jennette town,62.7
AR,Big Flat town,62.5
AR,Horatio city,62.3
AR,Jacksonport town,62.3
AR,Sunset town,62.1
AR,Jericho town,61.8
AR,Decatur city,60.1
AR,Birdsong town,60
AR,Rondo town,59.9
AR,College Station CDP,59.7
AR,Joiner city,59.5
AR,Nimmons town,59.5
AR,Green Forest city,58.9
AR,Chester town,58.4
AR,Dennard CDP,56.7
AR,Hensley CDP,56.7
AR,Black Springs town,56.5
AR,Datto town,56.5
AR,Midland town,56.5
AR,Kensett city,55.6
AR,Marie town,54.8
AR,Ravenden Springs town,54.4
AR,LaGrange town,53.3
AR,De Queen city,53.2
AR,Gilmore city,47.6
AR,Anthonyville town,47
AR,Reader CDP,44.4
AR,Reed town,44
AR,Whelen Springs town,42.9
AR,Victoria town,42.3
AR,Blue Eye town,16.7
AZ,Grand Canyon West CDP,
AZ,Hunter Creek CDP,
AZ,McConnico CDP,
AZ,Nolic CDP,
AZ,Santa Cruz CDP,
AZ,Toyei CDP,
AZ,Willow Canyon CDP,
AZ,Ak Chin CDP,100
AZ,Alamo Lake CDP,100
AZ,Aztec CDP,100
AZ,Bear Flat CDP,100
AZ,Bryce CDP,100
AZ,Cactus Forest CDP,100
AZ,Campo Bonito CDP,100
AZ,Cane Beds CDP,100
AZ,Chiawuli Tak CDP,100
AZ,Christopher Creek CDP,100
AZ,Clacks Canyon CDP,100
AZ,Copper Hill CDP,100
AZ,Cowlic CDP,100
AZ,Cutter CDP,100
AZ,Elgin CDP,100
AZ,Franklin CDP,100
AZ,Geronimo Estates CDP,100
AZ,Greer CDP,100
AZ,Haigler Creek CDP,100
AZ,Kohls Ranch CDP,100
AZ,Ko Vaya CDP,100
AZ,Lupton CDP,100
AZ,Martinez Lake CDP,100
AZ,Mead Ranch CDP,100
AZ,Munds Park CDP,100
AZ,Nutrioso CDP,100
AZ,Oxbow Estates CDP,100
AZ,Palominas CDP,100
AZ,Pine Lake CDP,100
AZ,Pinion Pines CDP,100
AZ,Rock House CDP,100
AZ,San Simon CDP,100
AZ,South Komelik CDP,100
AZ,Summerhaven CDP,100
AZ,Sunwest CDP,100
AZ,Supai CDP,100
AZ,Tonopah CDP,100
AZ,Tonto Village CDP,100
AZ,Topock CDP,100
AZ,Vernon CDP,100
AZ,Washington Park CDP,100
AZ,Wellton Hills CDP,100
AZ,Whispering Pines CDP,100
AZ,Wintersburg CDP,100
AZ,Woodruff CDP,100
AZ,Carefree town,99.4
AZ,Tubac CDP,99.2
AZ,Saddlebrooke CDP,98.9
AZ,Catalina Foothills CDP,98
AZ,Rio Verde CDP,97.8
AZ,Oro Valley town,97.4
AZ,Paradise Valley town,97.4
AZ,Sonoita CDP,97.4
AZ,Pinetop Country Club CDP,97.2
AZ,Fort Valley CDP,97
AZ,Jerome town,96.9
AZ,Morristown CDP,96.9
AZ,Kykotsmovi Village CDP,96.8
AZ,Anthem CDP,96.7
AZ,Lazy Y U CDP,96.7
AZ,Cave Creek town,96.6
AZ,Elephant Head CDP,96.6
AZ,Fountain Hills town,96.6
AZ,Tanque Verde CDP,96.5
AZ,Green Valley CDP,96.4
AZ,Chloride CDP,96.3
AZ,Gold Canyon CDP,96.2
AZ,Parks CDP,96.2
AZ,Scottsdale city,96.2
AZ,York CDP,96.2
AZ,Corona de Tucson CDP,96
AZ,Queen Creek town,96
AZ,Walnut Creek CDP,95.9
AZ,Gilbert town,95.6
AZ,Sedona city,95.6
AZ,Kachina Village CDP,95.5
AZ,Wittmann CDP,95.5
AZ,McNeal CDP,95.4
AZ,Queen Valley CDP,95.4
AZ,New River CDP,95.3
AZ,Sun Lakes CDP,95.3
AZ,Rincon Valley CDP,95.1
AZ,East Verde Estates CDP,95
AZ,Vail CDP,95
AZ,Dudleyville CDP,94.9
AZ,Mountainaire CDP,94.9
AZ,Clarkdale town,94.7
AZ,San Miguel CDP,94.7
AZ,Sierra Vista Southeast CDP,94.7
AZ,Sahuarita town,94.6
AZ,Pine CDP,94.5
AZ,Village of Oak Creek (Big Park) CDP,94.5
AZ,Williamson CDP,94.5
AZ,Morenci CDP,94.3
AZ,Litchfield Park city,94.2
AZ,Peeples Valley CDP,94.2
AZ,Katherine CDP,94.1
AZ,Marana town,94.1
AZ,Sun City West CDP,94.1
AZ,Parker Strip CDP,94
AZ,Thatcher town,93.8
AZ,Round Valley CDP,93.7
AZ,St. David CDP,93.7
AZ,Fort Thomas CDP,93.5
AZ,Cactus Flats CDP,93.4
AZ,Citrus Park CDP,93.3
AZ,Strawberry CDP,93.3
AZ,Sierra Vista city,93.2
AZ,Surprise city,92.9
AZ,Casas Adobes CDP,92.8
AZ,Pinetop-Lakeside town,92.8
AZ,Prescott city,92.8
AZ,Red Rock CDP (Pinal County),92.6
AZ,Linden CDP,92.4
AZ,Peoria city,92.4
AZ,Goodyear city,92.1
AZ,Tonto Basin CDP,92
AZ,Valle Vista CDP,91.9
AZ,Maricopa city,91.7
AZ,Tempe city,91.7
AZ,Grand Canyon Village CDP,91.6
AZ,Joseph City CDP,91.6
AZ,Chandler city,91.5
AZ,Young CDP,91.5
AZ,Flagstaff city,91.3
AZ,Why CDP,91.3
AZ,Swift Trail Junction CDP,91.2
AZ,Yarnell CDP,91.2
AZ,Deer Creek CDP,91.1
AZ,Moenkopi CDP,91.1
AZ,Sun City CDP,91
AZ,Beaver Valley CDP,90.9
AZ,Moccasin CDP,90.9
AZ,Kino Springs CDP,90.6
AZ,Snowflake town,90.6
AZ,Star Valley town,90.6
AZ,Catalina CDP,90.5
AZ,Arivaca CDP,90.4
AZ,Black Canyon City CDP,90.4
AZ,Arizona City CDP,90.3
AZ,San Tan Valley CDP,90.2
AZ,Wickenburg town,89.7
AZ,Picture Rocks CDP,89.6
AZ,Congress CDP,89.5
AZ,Huachuca City town,89.5
AZ,Wahak Hotrontk CDP,89.5
AZ,Meadview CDP,89.4
AZ,Eagar town,89.2
AZ,Mayer CDP,89.2
AZ,Dewey-Humboldt town,89
AZ,Tusayan town,88.9
AZ,Wagon Wheel CDP,88.9
AZ,Whetstone CDP,88.8
AZ,Show Low city,88.7
AZ,Tombstone city,88.6
AZ,Williams city,88.6
AZ,El Capitan CDP,88.5
AZ,Holbrook city,88.5
AZ,Lake Havasu City city,88.5
AZ,Roosevelt CDP,88.5
AZ,Rough Rock CDP,88.5
AZ,Hackberry CDP,88.4
AZ,Payson town,88.3
AZ,Central CDP,88.2
AZ,Icehouse Canyon CDP,88.1
AZ,Tuba City CDP,88.1
AZ,Tucson Estates CDP,88.1
AZ,Benson city,88
AZ,Pima town,87.8
AZ,Kearny town,87.7
AZ,Mescal CDP,87.6
AZ,Prescott Valley town,87.6
AZ,Mesa city,87.5
AZ,Dripping Springs CDP,87.4
AZ,Pinedale CDP,87.4
AZ,Bisbee city,87.3
AZ,Littletown CDP,87.3
AZ,Six Shooter Canyon CDP,87.3
AZ,Avra Valley CDP,87.2
AZ,San Manuel CDP,87.2
AZ,Safford city,87.1
AZ,Chino Valley town,87
AZ,Gisela CDP,87
AZ,Kingman city,87
AZ,Fort Defiance CDP,86.9
AZ,Page city,86.9
AZ,Spring Valley CDP,86.9
AZ,Bagdad CDP,86.7
AZ,Kayenta CDP,86.7
AZ,Fortuna Foothills CDP,86.6
AZ,Patagonia town,86.6
AZ,Casa Grande city,86.4
AZ,Cienega Springs CDP,86.4
AZ,Crozier CDP,86.4
AZ,Alpine CDP,86.3
AZ,Fort Mohave CDP,86.3
AZ,Oracle CDP,86.3
AZ,Fredonia town,86
AZ,Littlefield CDP,86
AZ,Verde Village CDP,85.8
AZ,Pimaco Two CDP,85.7
AZ,St. Michaels CDP,85.6
AZ,Apache Junction city,85.5
AZ,Willow Valley CDP,85.4
AZ,Hotevilla-Bacavi CDP,85.2
AZ,Mojave Ranch Estates CDP,85.2
AZ,Tumacacori-Carmen CDP,85.2
AZ,Cottonwood city,84.9
AZ,Bouse CDP,84.8
AZ,Lake Montezuma CDP,84.8
AZ,Paulden CDP,84.8
AZ,Willcox city,84.8
AZ,Oljato-Monument Valley CDP,84.7
AZ,St. Johns city,84.7
AZ,Wellton town,84.7
AZ,Cottonwood CDP,84.6
AZ,First Mesa CDP,84.5
AZ,Winkelman town,84.5
AZ,Flowing Wells CDP,84.4
AZ,Buckeye town,84.3
AZ,Mesa del Caballo CDP,84.3
AZ,Tucson city,84.2
AZ,Taylor town,84.1
AZ,Dateland CDP,84
AZ,Hayden town,84
AZ,Camp Verde town,83.9
AZ,Mesquite Creek CDP,83.8
AZ,North Fork CDP,83.8
AZ,Nelson CDP,83.7
AZ,Glendale city,83.6
AZ,Sun Valley CDP,83.6
AZ,Dragoon CDP,83.3
AZ,Seligman CDP,83.3
AZ,Mohave Valley CDP,83.2
AZ,Chinle CDP,83.1
AZ,Doney Park CDP,83
AZ,Globe city,83
AZ,Clay Springs CDP,82.8
AZ,El Mirage city,82.8
AZ,Bullhead City city,82.7
AZ,So-Hi CDP,82.7
AZ,Truxton CDP,82.7
AZ,Youngtown town,82.7
AZ,Cornville CDP,82.5
AZ,Valencia West CDP,82.5
AZ,Ali Chuk CDP,82.4
AZ,Clifton town,82.3
AZ,Second Mesa CDP,82.3
AZ,Fort Apache CDP,82.1
AZ,Springerville town,82.1
AZ,Sunizona CDP,82.1
AZ,Yucca CDP,82
AZ,Scenic CDP,81.9
AZ,Anegam CDP,81.6
AZ,Golden Valley CDP,81.6
AZ,Many Farms CDP,81.6
AZ,Topawa CDP,81.6
AZ,Hondah CDP,81.5
AZ,Window Rock CDP,81.5
AZ,Shongopovi CDP,81.2
AZ,Red Mesa CDP,81.1
AZ,Quartzsite town,81
AZ,Pinal CDP,80.9
AZ,Coolidge city,80.7
AZ,Phoenix city,80.7
AZ,Parker town,80.4
AZ,Centennial Park CDP,80.3
AZ,Superior town,80.3
AZ,Bluewater CDP,80.2
AZ,Sells CDP,80.2
AZ,Wilhoit CDP,80.1
AZ,Ajo CDP,80
AZ,LeChee CDP,79.8
AZ,Cordes Lakes CDP,79.7
AZ,McNary CDP,79.6
AZ,Winslow city,79.6
AZ,Sehili CDP,79.5
AZ,Claypool CDP,79.3
AZ,Wheatfields CDP,79.3
AZ,Tsaile CDP,79.2
AZ,Drexel Heights CDP,79.1
AZ,Ehrenberg CDP,79.1
AZ,Avondale city,79
AZ,Burnside CDP,79
AZ,Dolan Springs CDP,78.9
AZ,Concho CDP,78.6
AZ,Teec Nos Pos CDP,78.5
AZ,Gu Oidak CDP,78.4
AZ,White Mountain Lake CDP,78.4
AZ,New Kingman-Butler CDP,78.2
AZ,Arivaca Junction CDP,78
AZ,Goodyear Village CDP,78
AZ,Brenda CDP,77.9
AZ,Golden Shores CDP,77.9
AZ,Lake of the Woods CDP,77.9
AZ,Ganado CDP,77.8
AZ,Ventana CDP,77.8
AZ,La Paz Valley CDP,77.6
AZ,Oak Springs CDP,77.5
AZ,Yuma city,77.5
AZ,Jeddito CDP,77.4
AZ,Miami town,77.3
AZ,Shonto CDP,77.3
AZ,Seven Mile CDP,77.2
AZ,Flowing Springs CDP,77
AZ,Heber-Overgaard CDP,76.9
AZ,Sweet Water Village CDP,76.8
AZ,Crystal Beach CDP,76.5
AZ,Klagetoh CDP,76.5
AZ,Chilchinbito CDP,76.4
AZ,Rio Rico CDP,76.4
AZ,Desert Hills CDP,76.3
AZ,Tacna CDP,76.3
AZ,White Hills CDP,76.3
AZ,Leupp CDP,75.7
AZ,Florence town,75.6
AZ,St. Johns CDP,75.3
AZ,Lukachukai CDP,75.2
AZ,San Jose CDP,75.1
AZ,Salome CDP,74.9
AZ,Maish Vaya CDP,74.7
AZ,Stanfield CDP,74.6
AZ,Dennehotso CDP,74.4
AZ,Greasewood CDP,74.4
AZ,Three Points CDP,74.4
AZ,Red Rock CDP (Apache County),74.3
AZ,Sacaton Flats Village CDP,73.9
AZ,East Globe CDP,73.7
AZ,Peridot CDP,73.7
AZ,Dilkon CDP,73.5
AZ,Canyon Day CDP,73.4
AZ,Nazlini CDP,73.1
AZ,Ali Molina CDP,73
AZ,Beaver Dam CDP,73
AZ,Sacaton CDP,72.9
AZ,Santa Rosa CDP,72.7
AZ,Kaibab CDP,72.5
AZ,Arizona Village CDP,72.4
AZ,Bylas CDP,72.3
AZ,Peach Springs CDP,72.3
AZ,Whiteriver CDP,72.3
AZ,Central Heights-Midland City CDP,72.2
AZ,Duncan town,72.2
AZ,Naco CDP,72.1
AZ,Pinon CDP,72.1
AZ,Top-of-the-World CDP,71.9
AZ,Cameron CDP,71.1
AZ,Keams Canyon CDP,71.1
AZ,Douglas city,70.9
AZ,Miracle Valley CDP,70.9
AZ,Sawmill CDP,70.9
AZ,Jakes Corner CDP,70.7
AZ,Solomon CDP,70.7
AZ,Cedar Creek CDP,70.4
AZ,Amado CDP,69.9
AZ,Turkey Creek CDP,69.9
AZ,Hard Rock CDP,69.8
AZ,Elfrida CDP,69.6
AZ,Tees Toh CDP,69.6
AZ,Maricopa Colony CDP,69.1
AZ,Ash Fork CDP,68.5
AZ,Tolani Lake CDP,68.5
AZ,Picacho CDP,67.9
AZ,Rock Point CDP,67.9
AZ,Blackwater CDP,67.7
AZ,Round Rock CDP,67.6
AZ,Cornfields CDP,67.3
AZ,Indian Wells CDP,66.9
AZ,Pisinemo CDP,66.8
AZ,San Carlos CDP,66.4
AZ,Kaibito CDP,66.3
AZ,Low Mountain CDP,66.1
AZ,Houck CDP,66
AZ,Tonalea CDP,65.8
AZ,Arlington CDP,65.6
AZ,Rainbow City CDP,65.5
AZ,Steamboat CDP,64.5
AZ,Vicksburg CDP,64.5
AZ,Eloy city,64.2
AZ,Stotonic Village CDP,64.1
AZ,Casa Blanca CDP,63.6
AZ,Sacate Village CDP,63.6
AZ,Mammoth town,63.5
AZ,Whitecone CDP,63.3
AZ,Kaka CDP,63.2
AZ,Sanders CDP,62.9
AZ,Nogales city,62.6
AZ,Tolleson city,62.4
AZ,Freedom Acres CDP,62.3
AZ,Upper Santan Village CDP,61.9
AZ,Gila Bend town,61.2
AZ,Guadalupe town,61.2
AZ,Antares CDP,60.9
AZ,Gila Crossing CDP,60.6
AZ,Ak-Chin Village CDP,59.8
AZ,Bitter Springs CDP,59.7
AZ,South Tucson city,59.7
AZ,Chuichu CDP,59
AZ,Lower Santan Village CDP,58.7
AZ,Komatke CDP,58.5
AZ,Bowie CDP,58.3
AZ,Cibecue CDP,58.2
AZ,Donovan Estates CDP,58.2
AZ,Haivana Nakya CDP,57.8
AZ,Poston CDP,57.5
AZ,Wikieup CDP,57.4
AZ,Ali Chukson CDP,56.8
AZ,Winslow West CDP,56.5
AZ,Beyerville CDP,56.4
AZ,Comobabi CDP,55.6
AZ,Wenden CDP,55.5
AZ,Rillito CDP,54.8
AZ,Carrizo CDP,53.2
AZ,Summit CDP,53.2
AZ,Padre Ranchitos CDP,52.2
AZ,Somerton city,51
AZ,Buckshot CDP,50
AZ,Rye CDP,50
AZ,Vaiva Vo CDP,50
AZ,Avenue B and C CDP,49.9
